date,ticker,name,per,pbr,roe,market_cap,high_52w,low_52w,price_position_52w,momentum_1m,volume_change
2023-01-02,068270,셀트리온,32.59,8.06,24.73,32626819844388,179490.0,119097.0,35.11,-6.9463,-1.2564
2023-02-01,068270,셀트리온,34.59,8.55,24.72,34625386393752,179490.0,119097.0,49.34,5.7952,-14.275
2023-03-02,068270,셀트리온,29.27,7.23,24.7,29302929724530,179490.0,119097.0,11.44,-11.0768,57.9211
2023-04-03,068270,셀트리온,33.78,7.16,21.2,30587556396474,179490.0,119097.0,20.59,-0.3983,2.3622
2023-05-02,068270,셀트리온,36.12,7.65,21.18,32708446195194,179490.0,119097.0,35.69,7.0771,11.7953
2023-06-01,068270,셀트리온,36.65,8.37,22.84,35767225090212,179490.0,126005.0,51.97,9.2158,-26.9249
2023-07-03,068270,셀트리온,31.68,7.23,22.82,30913829245992,179490.0,126005.0,12.95,-13.5694,12.0782
2023-08-01,068270,셀트리온,31.56,7.2,22.81,30791505996636,179490.0,124865.0,13.81,-0.3957,26.7805
2023-09-01,068270,셀트리온,32.33,6.87,21.25,29343859176786,162175.0,124076.0,5.53,-2.7702,-11.7915
2023-10-04,068270,셀트리온,30.53,6.48,21.23,27712262375490,162175.0,119165.0,0.0,-7.8647,-47.3911
2023-11-01,068270,셀트리온,33.56,7.13,21.25,30465233147118,162175.0,115571.0,33.11,9.3706,43.0172
2023-12-01,068270,셀트리온,33.6,7.78,23.15,33258900817296,157660.0,115571.0,65.21,8.8791,15.4557
2024-01-02,068270,셀트리온,47.7,11.04,23.14,47207006995764,202994.0,115571.0,100.0,43.1663,97.4523
2024-02-01,068270,셀트리온,36.82,8.53,23.17,36440002961670,202994.0,115571.0,47.04,-22.8081,-30.9276
2024-03-04,068270,셀트리온,36.28,8.4,23.15,35909780511990,202994.0,115571.0,44.43,-1.9494,-22.7814
2024-04-01,068270,셀트리온,43.88,2.24,5.1,38356943160228,202994.0,115571.0,56.47,4.6747,7.2638
2024-05-02,068270,셀트리온,43.74,2.23,5.1,38234619910872,202994.0,115571.0,55.87,-0.3189,-24.8146
2024-06-03,068270,셀트리온,57.9,2.13,3.68,36501164586348,202994.0,115571.0,47.34,-5.2918,-3.0143
2024-07-01,068270,셀트리온,59.55,2.19,3.68,37541377313286,202994.0,115571.0,52.46,3.8355,35.2788
2024-08-01,068270,셀트리온,64.69,2.38,3.68,40783641082338,202994.0,115571.0,68.41,10.011,29.9641
2024-09-02,068270,셀트리온,84.14,2.35,2.79,40192257007980,202994.0,115571.0,65.5,-1.4501,17.778
2024-10-02,068270,셀트리온,81.54,2.27,2.78,38948327234586,202994.0,115571.0,59.38,-5.2109,-40.9656
2024-11-01,068270,셀트리온,77.31,2.16,2.79,36929761066506,202994.0,123287.0,44.56,-7.3177,-16.6821
2024-12-02,068270,셀트리온,178.66,2.2,1.23,37643235836514,202994.0,138193.0,36.54,1.932,10.9666
2025-01-02,068270,셀트리온,182.71,2.25,1.23,38495312615298,202994.0,144858.0,35.56,0.9508,59.1222
2025-02-03,068270,셀트리온,178.35,2.19,1.23,37577190584010,183265.0,144858.0,43.55,-3.7726,-51.8591
2025-03-04,068270,셀트리온,185.95,2.29,1.23,39178555403526,183265.0,144858.0,61.48,2.1148,33.3895
2025-04-01,068270,셀트리온,78.36,2.12,2.71,37320916399998,183265.0,144858.0,40.68,-5.0003,-29.5401
2025-05-02,068270,셀트리온,72.8,1.97,2.71,34673525010894,183265.0,141846.0,17.51,-4.3016,6.9179
2025-06-02,068270,셀트리온,59.84,1.96,3.28,34374693498684,183265.0,139367.0,19.24,-1.8284,14.6403
2025-07-01,068270,셀트리온,61.9,2.02,3.26,35554438449222,183265.0,139367.0,30.8,4.932,-20.0762
2025-08-01,068270,셀트리온,66.1,2.16,3.27,37970671454562,183265.0,139367.0,54.47,-0.5803,-17.992
2025-09-01,068270,셀트리온,68.32,2.14,3.13,37638119654982,180196.0,139367.0,55.06,-5.0868,-21.4211
2025-10-01,068270,셀트리온,70.45,2.21,3.14,38812980977694,180196.0,139367.0,67.43,2.2778,49.4335
2025-11-03,068270,셀트리온,70.25,2.2,3.13,38702052859932,175573.0,139367.0,74.73,-1.9103,15.852
2025-12-01,068270,셀트리온,51.11,2.34,4.58,41184796225188,186915.0,139367.0,79.35,5.8085,81.7392
