date,ticker,name,per,pbr,roe,market_cap,high_52w,low_52w,price_position_52w,momentum_1m,volume_change
2023-01-02,259960,크래프톤,13.64,1.64,12.02,7566604612000,467000.0,164000.0,0.0,-25.4545,-7.5818
2023-02-01,259960,크래프톤,15.06,1.81,12.02,8350947773000,305000.0,164000.0,12.06,7.7381,-34.1621
2023-03-02,259960,크래프톤,14.06,1.69,12.02,7797293777000,298500.0,164000.0,3.72,-5.7446,25.3718
2023-04-03,259960,크래프톤,17.14,1.65,9.63,8433995872400,298500.0,156100.0,18.75,7.6561,-5.7029
2023-05-02,259960,크래프톤,18.15,1.75,9.64,8932284468800,276500.0,156100.0,31.15,5.5041,-21.6737
2023-06-01,259960,크래프톤,17.04,1.71,10.04,8738505570200,276500.0,156100.0,27.66,-1.4055,7.7851
2023-07-03,259960,크래프톤,17.49,1.76,10.06,8973808518500,269000.0,156100.0,34.01,2.6927,-35.0542
2023-08-01,259960,크래프톤,16.02,1.61,10.05,8217148057300,269000.0,156100.0,19.49,-8.4319,-4.3985
2023-09-01,259960,크래프톤,15.94,1.4,8.78,7174433031500,246500.0,155000.0,0.55,-10.0636,18.4893
2023-10-04,259960,크래프톤,15.01,1.32,8.79,6759192534500,236500.0,146500.0,0.0,-6.5689,-25.1739
2023-11-01,259960,크래프톤,17.01,1.5,8.82,7658880278000,236500.0,146500.0,21.67,11.6342,16.363
2023-12-01,259960,크래프톤,22.86,1.96,8.57,10034978677500,227000.0,146500.0,88.2,28.7744,77.1897
2024-01-02,259960,크래프톤,20.58,1.77,8.6,9033787701400,218000.0,146500.0,68.95,-9.3519,-26.6723
2024-02-01,259960,크래프톤,22.49,1.93,8.58,9873496262000,218500.0,146500.0,93.75,9.8563,-30.2174
2024-03-04,259960,크래프톤,22.86,1.96,8.57,10034978677500,239500.0,146500.0,76.34,-0.4577,6.5761
2024-04-01,259960,크래프톤,19.55,2.08,10.64,11557527166500,257000.0,146500.0,94.12,10.3524,19.7061
2024-05-02,259960,크래프톤,18.97,2.02,10.65,11211493419000,260000.0,146500.0,85.02,-2.994,44.9964
2024-06-03,259960,크래프톤,16.84,2.05,12.17,11419113667500,263500.0,146500.0,86.32,3.3403,-23.7762
2024-07-01,259960,크래프톤,18.6,2.27,12.2,12618697325500,297000.0,146500.0,84.39,8.9641,1.8581
2024-08-01,259960,크래프톤,19.69,2.4,12.19,13356902653500,297000.0,146500.0,95.02,6.2385,-42.5274
2024-09-02,259960,크래프톤,16.63,2.68,16.12,14902520059000,349000.0,146500.0,87.16,11.5717,133.9359
2024-10-02,259960,크래프톤,17.4,2.81,16.15,15594587554000,349000.0,146500.0,94.57,1.8072,-46.2251
2024-11-01,259960,크래프톤,17.17,2.77,16.13,15386967305500,349000.0,155500.0,91.99,-2.6277,-17.664
2024-12-02,259960,크래프톤,18.69,2.72,14.55,15110140307500,351000.0,178500.0,86.38,-1.7991,64.3531
2025-01-02,259960,크래프톤,18.06,2.63,14.56,14602624144500,351000.0,178500.0,80.0,1.4423,-21.3559
2025-02-03,259960,크래프톤,20.54,2.99,14.56,16609619880000,364000.0,184500.0,97.77,17.2638,8.3567
2025-03-04,259960,크래프톤,19.06,2.77,14.53,15410036222000,383000.0,213000.0,71.18,-8.2418,83.1107
2025-04-01,259960,크래프톤,11.89,2.3,19.34,15686863220000,383000.0,225500.0,72.7,-1.0189,-29.9329
2025-05-02,259960,크래프톤,13.46,2.6,19.32,17763065705000,386000.0,225500.0,99.38,10.951,-6.7735
2025-06-02,259960,크래프톤,12.6,2.49,19.76,16978722544000,386000.0,244000.0,87.32,-0.5405,-21.7535
2025-07-01,259960,크래프톤,12.4,2.45,19.76,16701895546000,386000.0,271000.0,79.13,-4.106,36.4159
2025-08-01,259960,크래프톤,10.8,2.13,19.72,14556486311500,386000.0,272000.0,38.16,-13.6799,-28.6231
2025-09-01,259960,크래프톤,15.01,2.24,14.92,15271622723000,386000.0,289500.0,43.01,0.761,-4.9743
2025-10-01,259960,크래프톤,13.54,2.02,14.92,13772143150500,386000.0,289500.0,9.33,-9.5455,-9.5147
2025-11-03,259960,크래프톤,12.68,1.89,14.91,12895524323500,386000.0,271000.0,7.39,-5.4146,20.7643
2025-12-01,259960,크래프톤,9.11,1.7,18.66,11626733916000,386000.0,252000.0,0.0,-8.6957,-13.1262
