date,ticker,name,per,pbr,roe,market_cap,high_52w,low_52w,price_position_52w,momentum_1m,volume_change
2023-01-02,329180,HD현대중공업,,2.2,,12332943937500,153500.0,92700.0,40.79,-0.8439,-22.0162
2023-02-01,329180,HD현대중공업,,2.09,,11682184342500,153500.0,93400.0,29.78,-4.0517,46.7302
2023-03-02,329180,HD현대중공업,,1.99,,11115393727500,153500.0,104000.0,3.84,-4.4224,-6.8672
2023-04-03,329180,HD현대중공업,,,,10538106990000,153500.0,93800.0,11.06,-3.6468,11.9368
2023-05-02,329180,HD현대중공업,,,,11619207607500,149500.0,93800.0,30.34,10.7,-9.7144
2023-06-01,329180,HD현대중공업,,,,12238478835000,149500.0,93800.0,40.93,6.3869,-11.0644
2023-07-03,329180,HD현대중공업,,,,13812897210000,149500.0,93800.0,67.86,12.8645,-1.3984
2023-08-01,329180,HD현대중공업,,,,14621098642500,149500.0,93800.0,81.69,5.8511,-7.7647
2023-09-01,329180,HD현대중공업,,,,13435036800000,147800.0,93800.0,63.33,-7.4476,-28.8104
2023-10-04,329180,HD현대중공업,,,,12227982712500,147800.0,93800.0,42.04,-11.4068,-31.2577
2023-11-01,329180,HD현대중공업,,,,10790013930000,147800.0,93800.0,16.67,-14.547,56.592
2023-12-01,329180,HD현대중공업,,,,13529501902500,147800.0,93800.0,65.0,19.1312,-1.7843
2024-01-02,329180,HD현대중공업,,,,13330075575000,147800.0,93800.0,61.48,3.5045,14.2157
2024-02-01,329180,HD현대중공업,,,,11839626180000,147800.0,93800.0,35.19,-7.1605,-20.3726
2024-03-04,329180,HD현대중공업,,,,11923595160000,147800.0,93800.0,36.67,-1.3889,67.2467
2024-04-01,329180,HD현대중공업,436.33,2.44,0.56,12731796592500,147800.0,97100.0,47.73,2.8838,23.455
2024-05-02,329180,HD현대중공업,489.93,2.75,0.56,14295718845000,147800.0,102100.0,74.62,12.2836,34.0781
2024-06-03,329180,HD현대중공업,158.41,2.66,1.68,13833889455000,147800.0,102100.0,64.99,-4.2847,81.9971
2024-07-01,329180,HD현대중공업,186.42,3.13,1.68,16279485997500,156400.0,102100.0,97.61,17.4111,-38.4905
2024-08-01,329180,HD현대중공업,257.21,4.31,1.68,22461702150000,214000.0,102100.0,100.0,40.8822,26.6437
2024-09-02,329180,HD현대중공업,80.76,3.74,4.63,19470307237500,216000.0,102100.0,73.22,-13.3178,-2.9865
2024-10-02,329180,HD현대중공업,79.71,3.69,4.63,19218400297500,216000.0,102100.0,71.12,-4.2364,-36.5614
2024-11-01,329180,HD현대중공업,75.84,3.51,4.63,18284245395000,216000.0,102100.0,63.3,-5.6338,-19.2618
2024-12-02,329180,HD현대중공업,65.51,4.25,6.49,22146818475000,242000.0,109600.0,76.59,21.1251,135.1097
2025-01-02,329180,HD현대중공업,89.72,5.83,6.5,30333794025000,298000.0,109600.0,95.22,31.3636,-20.264
2025-02-03,329180,HD현대중공업,96.71,6.28,6.49,32695421587500,327000.0,109600.0,92.87,4.5302,20.3713
2025-03-04,329180,HD현대중공업,97.64,6.34,6.49,33010305262500,366000.0,109600.0,79.91,1.1254,56.0074
2025-04-01,329180,HD현대중공업,41.57,5.35,12.87,30543716475000,366000.0,111300.0,70.55,-1.6892,-54.1839
2025-05-02,329180,HD현대중공업,58.35,7.52,12.89,42876660412500,408500.0,120300.0,100.0,40.378,39.8293
2025-06-02,329180,HD현대중공업,43.32,7.88,18.19,44923404300000,428000.0,128100.0,100.0,6.0719,-41.7862
2025-07-01,329180,HD현대중공업,42.56,7.74,18.19,44136195112500,463500.0,133600.0,86.97,3.6991,44.5318
2025-08-01,329180,HD현대중공업,48.22,8.77,18.19,50014023712500,490500.0,164300.0,95.71,20.9391,-17.4016
2025-09-01,329180,HD현대중공업,48.47,9.38,19.35,53530224750000,521000.0,171700.0,96.85,3.9755,18.8883
2025-10-01,329180,HD현대중공업,50.19,9.72,19.37,55419526800000,528000.0,171700.0,100.0,2.7237,-38.0208
2025-11-03,329180,HD현대중공업,57.69,11.17,19.36,63711463575000,624000.0,171700.0,96.24,23.4995,34.8697
2025-12-01,329180,HD현대중공업,35.37,9.48,26.8,54055030875000,624000.0,208000.0,73.8,-14.1667,56.7493
