date,ticker,name,per,pbr,roe,market_cap,high_52w,low_52w,price_position_52w,momentum_1m,volume_change
2023-01-02,051910,LG화학,12.82,1.84,14.35,42637775172000,773000.0,439000.0,49.4,-16.3435,-29.0007
2023-02-01,051910,LG화학,14.6,2.09,14.32,48567531984000,740000.0,439000.0,82.72,14.6667,6.9339
2023-03-02,051910,LG화학,14.39,2.06,14.32,47861608554000,740000.0,439000.0,79.4,-1.7391,9.0676
2023-04-03,051910,LG화학,30.08,1.34,4.45,50261748216000,740000.0,463000.0,89.89,1.2802,16.9519
2023-05-02,051910,LG화학,31.52,1.41,4.47,52661887878000,825000.0,463000.0,78.18,4.7753,54.9958
2023-06-01,051910,LG화학,29.02,1.29,4.45,48496939641000,825000.0,500000.0,57.54,-7.1622,-43.4644
2023-07-03,051910,LG화학,29.19,1.3,4.45,48779309013000,825000.0,500000.0,58.77,0.5822,8.1345
2023-08-01,051910,LG화학,27.67,1.23,4.45,46237984665000,825000.0,536000.0,41.18,-5.2098,71.5099
2023-09-01,051910,LG화학,24.08,1.07,4.44,40237635510000,825000.0,536000.0,11.76,-11.215,-42.7961
2023-10-04,051910,LG화학,20.53,0.92,4.48,34307878698000,825000.0,486000.0,0.0,-15.625,14.0814
2023-11-01,051910,LG화학,18.21,0.81,4.45,30425299833000,825000.0,426000.0,1.25,-14.6535,33.6934
2023-12-01,051910,LG화학,20.55,0.92,4.48,34343174869500,825000.0,426000.0,15.16,6.8057,-18.7047
2024-01-02,051910,LG화학,20.85,0.93,4.46,34837321270500,825000.0,426000.0,16.92,-2.0833,-13.8585
2024-02-01,051910,LG화학,18.17,0.81,4.46,30354707490000,825000.0,387000.0,9.82,-10.5099,25.2798
2024-03-04,051910,LG화학,19.52,0.87,4.46,32613662466000,825000.0,387000.0,17.12,8.3236,53.1235
2024-04-01,051910,LG화학,25.2,0.74,2.94,30390003661500,825000.0,387000.0,9.93,-4.9669,-35.2647
2024-05-02,051910,LG화학,23.7,0.7,2.95,28589898915000,771000.0,370500.0,8.61,-5.9233,26.9853
2024-06-03,051910,LG화학,27.88,0.62,2.22,25236762622500,752000.0,350500.0,1.74,-11.1801,-13.0288
2024-07-01,051910,LG화학,27.73,0.61,2.2,25095577936500,728000.0,344000.0,2.99,1.4265,-8.8508
2024-08-01,051910,LG화학,24.49,0.54,2.2,22165995702000,728000.0,305000.0,2.13,-12.7778,4.0799
2024-09-02,051910,LG화학,163.93,0.59,0.36,24001396620000,592000.0,272500.0,21.13,8.2803,16.5485
2024-10-02,051910,LG화학,170.44,0.61,0.36,24954393250500,573000.0,272500.0,26.96,12.7592,14.6878
2024-11-01,051910,LG화학,153.33,0.55,0.36,22448365074000,521000.0,272500.0,18.31,-10.7994,-13.4872
2024-12-02,051910,LG화학,76.06,0.49,0.64,19942336897500,519000.0,272500.0,4.06,-11.1635,-3.0501
2025-01-02,051910,LG화학,65.29,0.42,0.64,17118643177500,508000.0,242500.0,0.0,-14.6127,2.7756
2025-02-03,051910,LG화학,59.77,0.38,0.64,15671500146000,508000.0,222000.0,0.0,-10.4839,-21.4188
2025-03-04,051910,LG화학,61.25,0.39,0.64,16059758032500,508000.0,213000.0,4.92,-4.2105,35.822
2025-04-01,051910,LG화학,,0.36,,17224531692000,460500.0,213000.0,12.53,4.0512,17.762
2025-05-02,051910,LG화학,,0.31,,14824392030000,405000.0,203500.0,3.23,-9.6774,-33.4062
2025-06-02,051910,LG화학,,0.29,,13786684587900,396500.0,182400.0,6.03,-13.3925,30.0013
2025-07-01,051910,LG화학,,0.34,,16165646547000,367500.0,182400.0,25.18,14.9022,-7.5758
2025-08-01,051910,LG화학,,0.43,,20471779470000,361000.0,182400.0,60.25,12.8405,-3.5626
2025-09-01,051910,LG화학,,0.4,,19165821124500,361000.0,182400.0,49.89,-9.9502,-32.8388
2025-10-01,051910,LG화학,,0.41,,19871744554500,361000.0,182400.0,55.49,4.4527,-9.4943
2025-11-03,051910,LG화학,,0.58,,27742790799000,417000.0,182400.0,89.77,39.115,133.9623
2025-12-01,051910,LG화학,,0.55,,26260351596000,419500.0,182400.0,79.97,-6.4151,-32.0111
