date,ticker,name,per,pbr,roe,market_cap,high_52w,low_52w,price_position_52w,momentum_1m,volume_change
2023-01-02,000660,SK하이닉스,5.61,0.87,15.51,53951569030500,133000.0,75000.0,1.21,-10.6257,-17.9608
2023-02-01,000660,SK하이닉스,6.77,1.05,15.51,65140996161000,133000.0,75000.0,28.28,21.8667,31.4378
2023-03-02,000660,SK하이닉스,6.53,1.01,15.47,62789078356500,129000.0,75000.0,24.26,-0.452,-15.4649
2023-04-03,000660,SK하이닉스,26.9,0.98,3.64,62147646228000,121000.0,75000.0,26.52,-0.1145,42.2298
2023-05-02,000660,SK하이닉스,27.82,1.02,3.67,64285753323000,113500.0,75000.0,39.48,1.8059,31.2535
2023-06-01,000660,SK하이닉스,,1.24,,78611070859500,110300.0,75000.0,100.0,23.2402,-4.2047
2023-07-03,000660,SK하이닉스,,1.32,,83813798124000,119500.0,75000.0,95.73,6.6183,-13.4289
2023-08-01,000660,SK하이닉스,,1.41,,89159065861500,128000.0,75000.0,94.53,6.3776,2.3868
2023-09-01,000660,SK하이닉스,,1.35,,85524283800000,128000.0,75000.0,84.91,0.4184,-20.0721
2023-10-04,000660,SK하이닉스,,1.3,,82245852921000,128000.0,75000.0,76.23,-3.3501,-3.6044
2023-11-01,000660,SK하이닉스,,1.35,,85738094509500,130000.0,75000.0,82.36,4.6087,39.2969
2023-12-01,000660,SK하이닉스,,1.49,,94504333599000,134100.0,75000.0,97.46,5.826,-26.2845
2024-01-02,000660,SK하이닉스,,1.6,,101488816776000,142400.0,75000.0,100.0,9.2025,12.038
2024-02-01,000660,SK하이닉스,,1.49,,94575603835500,142600.0,79000.0,84.43,-2.9971,-2.0647
2024-03-04,000660,SK하이닉스,,1.87,,118664943772500,166500.0,79000.0,100.0,21.6216,46.1145
2024-04-01,000660,SK하이닉스,,2.47,,132206288707500,185500.0,83800.0,100.0,18.758,-4.7583
2024-05-02,000660,SK하이닉스,,2.31,,123725130564000,188400.0,85500.0,85.62,-6.4151,-0.6961
2024-06-03,000660,SK하이닉스,,2.59,,138406799283000,202500.0,97700.0,92.08,11.4811,-20.4349
2024-07-01,000660,SK하이닉스,,3.14,,167841406957500,237500.0,110300.0,98.43,20.3373,0.5994
2024-08-01,000660,SK하이닉스,,2.57,,137765367154500,241000.0,113000.0,62.73,-18.0932,49.7487
2024-09-02,000660,SK하이닉스,48.0,2.32,4.83,124010211510000,241000.0,113700.0,47.37,-9.9845,-3.6241
2024-10-02,000660,SK하이닉스,46.65,2.25,4.82,120517969921500,241000.0,114700.0,43.07,-5.6888,-8.275
2024-11-01,000660,SK하이닉스,50.26,2.43,4.83,129854370903000,241000.0,116300.0,52.85,4.3528,-27.4948
2024-12-02,000660,SK하이닉스,10.49,2.12,20.21,113177135562000,241000.0,125600.0,28.77,-12.843,-8.2571
2025-01-02,000660,SK하이닉스,11.31,2.28,20.16,122014644888000,241000.0,131000.0,36.55,7.0669,-10.8119
2025-02-03,000660,SK하이닉스,12.61,2.54,20.14,136054881478500,241000.0,131000.0,54.45,12.2281,38.3404
2025-03-04,000660,SK하이닉스,12.29,2.48,20.18,132633910126500,241000.0,146800.0,41.72,-6.5763,-31.9064
2025-04-01,000660,SK하이닉스,6.86,1.9,27.7,140402365905000,241000.0,152800.0,50.11,3.5752,-12.1362
2025-05-02,000660,SK하이닉스,6.47,1.79,27.67,132562639890000,241000.0,152800.0,37.64,-6.0131,27.7393
2025-06-02,000660,SK하이닉스,5.5,2.0,36.36,147885740737500,241000.0,152800.0,62.02,14.7677,-28.6677
2025-07-01,000660,SK하이닉스,7.57,2.75,36.33,203476525207500,293000.0,152800.0,94.65,34.6698,50.2847
2025-08-01,000660,SK하이닉스,6.84,2.49,36.4,183877210170000,300000.0,152800.0,71.47,-7.3609,-16.3466
2025-09-01,000660,SK하이닉스,6.12,2.47,40.36,182451805440000,300000.0,152800.0,70.11,-6.3985,-23.3893
2025-10-01,000660,SK하이닉스,8.6,3.47,40.35,256572851400000,361000.0,157100.0,99.51,38.1958,38.0698
2025-11-03,000660,SK하이닉스,14.81,5.98,40.38,441875466300000,620000.0,158800.0,100.0,84.2496,17.2488
2025-12-01,000660,SK하이닉스,10.4,5.19,49.9,383433872370000,620000.0,158800.0,82.22,-3.7567,11.863
