date,ticker,name,per,pbr,roe,market_cap,high_52w,low_52w,price_position_52w,momentum_1m,volume_change
2023-01-02,105560,KB금융,,,,16883136138400,65800.0,43700.0,17.65,-11.028,-8.0868
2023-02-01,105560,KB금융,,,,20359075931600,65800.0,43700.0,61.99,18.3505,58.7154
2023-03-02,105560,KB금융,,,,17947199340400,61900.0,43700.0,37.91,-9.4812,-2.1294
2023-04-03,105560,KB금융,,,,16776729818200,61900.0,43700.0,19.78,-5.4,-21.7038
2023-05-02,105560,KB금융,,,,17557042833000,60400.0,43700.0,34.73,3.8825,-12.0386
2023-06-01,105560,KB금융,,,,16599385951200,60400.0,43700.0,18.56,-5.4545,4.0368
2023-07-03,105560,KB금융,,,,17255558259100,60000.0,43700.0,30.37,3.953,-14.511
2023-08-01,105560,KB금융,,,,18727512355200,60000.0,43700.0,55.83,8.5303,26.9649
2023-09-01,105560,KB금융,,,,19011262542400,60000.0,43700.0,60.74,1.9011,-35.9159
2023-10-04,105560,KB금융,,,,19401419049800,60000.0,43700.0,67.48,3.9924,7.8216
2023-11-01,105560,KB금융,,,,18195480754200,60000.0,45300.0,40.82,-7.8995,9.2694
2023-12-01,105560,KB금융,,,,18408293394600,60000.0,46500.0,40.0,1.7647,-6.3847
2024-01-02,105560,KB금융,,,,19011262542400,60000.0,46500.0,52.59,3.675,-7.5608
2024-02-01,105560,KB금융,,,,21742358094200,61300.0,46500.0,100.0,16.5399,79.3519
2024-03-04,105560,KB금융,,,,24473453646000,69700.0,46500.0,96.98,23.4347,113.5137
2024-04-01,105560,KB금융,5.91,0.41,6.94,24260641005600,78600.0,46500.0,68.22,7.7165,-30.7046
2024-05-02,105560,KB금융,6.24,0.44,7.05,25643923168200,78600.0,46500.0,80.37,5.7018,-25.5298
2024-06-03,105560,KB금융,6.85,0.48,7.01,28126737306200,81600.0,46500.0,93.45,4.8942,-8.9878
2024-07-01,105560,KB금융,6.87,0.48,6.99,28233143626400,81600.0,46500.0,94.3,1.1436,-20.0822
2024-08-01,105560,KB금융,7.63,0.53,6.95,31318926912200,90800.0,47650.0,94.21,4.6209,4.0626
2024-09-02,105560,KB금융,7.57,0.53,7.0,31106114271800,90800.0,49300.0,92.53,-0.6795,-16.2405
2024-10-02,105560,KB금융,7.02,0.49,6.98,28836112774200,90800.0,49300.0,77.11,-5.2448,27.1482
2024-11-01,105560,KB금융,7.93,0.55,6.94,32560333981200,101000.0,49300.0,82.21,13.4734,-0.8176
2024-12-02,105560,KB금융,8.32,0.58,6.97,34191897557600,101000.0,49300.0,91.1,5.0109,-24.0654
2025-01-02,105560,KB금융,7.2,0.5,6.94,29580957015600,101200.0,49300.0,65.7,-13.3056,79.4453
2025-02-03,105560,KB금융,7.67,0.53,6.91,31496270779200,101200.0,49300.0,76.11,3.8596,-56.7854
2025-03-04,105560,KB금융,6.73,0.47,6.98,27630174478600,101200.0,62300.0,40.1,-15.0491,93.7897
2025-04-01,105560,KB금융,6.18,0.47,7.61,28233143626400,101200.0,63100.0,43.31,1.6603,-23.142
2025-05-02,105560,KB금융,7.24,0.55,7.6,33056896808800,101200.0,63700.0,78.67,15.7764,-6.0045
2025-06-02,105560,KB금융,6.81,0.59,8.66,35468773400000,104300.0,70500.0,87.28,13.8952,-2.4034
2025-07-01,105560,KB금융,7.55,0.66,8.74,39299400927200,112300.0,70500.0,96.41,7.887,37.4068
2025-08-01,105560,KB금융,7.22,0.63,8.73,37596899804000,122000.0,70500.0,68.93,-9.3242,-15.8615
2025-09-01,105560,KB금융,7.2,0.64,8.89,37987056311400,122000.0,70500.0,71.07,-3.4265,-32.5734
2025-10-01,105560,KB금융,7.82,0.69,8.82,41250183464200,122000.0,70500.0,88.93,6.8934,10.1422
2025-11-03,105560,KB금융,7.94,0.7,8.82,41853152612000,122000.0,70500.0,92.23,4.7028,16.8942
2025-12-01,105560,KB금융,8.29,0.75,9.05,44797060804200,134700.0,70500.0,86.92,8.319,19.7963
