date,ticker,name,per,pbr,roe,market_cap,high_52w,low_52w,price_position_52w,momentum_1m,volume_change
2023-01-02,055550,신한지주,,,,16280644582300,43200.0,33400.0,9.18,-10.5606,-5.191
2023-02-01,055550,신한지주,,,,20149077624450,44900.0,33400.0,78.7,20.5966,89.6533
2023-03-02,055550,신한지주,,,,17894469409700,44900.0,33400.0,37.39,-9.2659,-20.2575
2023-04-03,055550,신한지주,,,,16399308172550,44900.0,33400.0,10.0,-6.7476,5.7851
2023-05-02,055550,신한지주,,,,16826497097450,44900.0,33400.0,17.83,0.2829,-35.0503
2023-06-01,055550,신한지주,,,,16470506326700,44900.0,33400.0,11.3,-0.7153,23.4353
2023-07-03,055550,신한지주,,,,16375575454500,44900.0,33400.0,9.57,-0.5764,-28.189
2023-08-01,055550,신한지주,,,,17063824277950,44900.0,32500.0,27.82,4.2029,20.573
2023-09-01,055550,신한지주,,,,16826497097450,44900.0,32500.0,23.79,-0.4213,-25.3215
2023-10-04,055550,신한지주,,,,16636635353050,44900.0,32500.0,20.56,-0.9887,0.4334
2023-11-01,055550,신한지주,,,,16612902635000,44900.0,32500.0,20.16,-1.6854,-10.5745
2023-12-01,055550,신한지주,,,,17277418740400,44900.0,32500.0,31.45,5.5072,-3.5816
2024-01-02,055550,신한지주,,,,18677649105350,44900.0,32500.0,55.24,8.4022,-0.9653
2024-02-01,055550,신한지주,,,,20172810342500,44900.0,32500.0,80.65,12.1372,83.0221
2024-03-04,055550,신한지주,,,,20979722756200,45300.0,32500.0,91.41,10.6383,148.0219
2024-04-01,055550,신한지주,5.66,0.38,6.71,21620506143550,51500.0,32500.0,68.68,4.5924,26.3844
2024-05-02,055550,신한지주,5.69,0.39,6.85,21739169733800,51500.0,32500.0,70.0,0.5488,-48.9443
2024-06-03,055550,신한지주,5.84,0.4,6.85,22308754967000,51500.0,32500.0,76.32,0.7503,-33.5398
2024-07-01,055550,신한지주,5.95,0.4,6.72,22712211173850,51500.0,32500.0,80.79,4.0217,-18.4022
2024-08-01,055550,신한지주,7.54,0.51,6.76,28811519712700,60700.0,33050.0,100.0,18.7867,29.2488
2024-09-02,055550,신한지주,7.0,0.47,6.71,26723040524300,61400.0,34100.0,81.32,-7.2488,-13.2709
2024-10-02,055550,신한지주,6.95,0.47,6.76,26533178779900,61400.0,34100.0,79.85,-2.9514,-5.8508
2024-11-01,055550,신한지주,6.71,0.46,6.86,25631335494000,61400.0,34100.0,72.89,-2.7027,-8.8743
2024-12-02,055550,신한지주,6.7,0.45,6.72,25583870057900,61400.0,36300.0,70.12,-0.1852,-2.6488
2025-01-02,055550,신한지주,5.93,0.4,6.75,22664745737750,61400.0,36350.0,45.51,-9.9057,26.0371
2025-02-03,055550,신한지주,6.24,0.42,6.73,23827648922200,61400.0,36350.0,55.29,2.6585,-38.1185
2025-03-04,055550,신한지주,5.73,0.39,6.81,21905298760150,61400.0,40550.0,26.86,-9.6869,60.5999
2025-04-01,055550,신한지주,5.7,0.39,6.84,22830874764100,61400.0,40550.0,36.21,4.9073,-23.2022
2025-05-02,055550,신한지주,6.07,0.41,6.75,24302303283200,61400.0,41750.0,48.09,5.1335,6.4095
2025-06-02,055550,신한지주,6.31,0.45,7.13,26485713343800,61400.0,43600.0,68.54,10.7143,-12.199
2025-07-01,055550,신한지주,7.03,0.5,7.11,29523501254200,62200.0,43600.0,100.0,8.1739,119.982
2025-08-01,055550,신한지주,7.36,0.53,7.2,30899998901100,71800.0,43600.0,76.24,2.1978,-32.1051
2025-09-01,055550,신한지주,6.96,0.52,7.47,30377879104000,71800.0,43600.0,72.34,-5.8824,-23.577
2025-10-01,055550,신한지주,7.66,0.57,7.44,33463132450500,71800.0,43600.0,95.39,8.6287,16.105
2025-11-03,055550,신한지주,8.05,0.6,7.45,35171888150100,74500.0,43600.0,98.71,7.0809,-3.8862
2025-12-01,055550,신한지주,8.34,0.64,7.67,37829952571700,81400.0,43600.0,95.5,8.7312,2.0985
