sector,cond,signal,n,mean,hit_rate,sharpe,mean_excess,hit_rate_excess,sharpe_excess
금융,cond2,Buy,35,2.899,68.6,1.166,0.185,51.4,0.07
금융,cond2,Neutral,15,1.492,60.0,0.855,1.396,46.7,0.751
금융,cond2,Sell,22,3.396,31.8,2.026,1.129,50.0,0.84
금융,cond3,Buy,46,2.557,67.4,1.085,0.556,50.0,0.223
금융,cond3,Neutral,9,3.315,66.7,2.438,2.137,55.6,1.24
금융,cond3,Sell,17,3.007,35.3,1.706,0.439,52.9,0.392
금융,cond4,Buy,40,2.328,65.0,0.926,1.005,55.0,0.386
금융,cond4,Neutral,12,2.26,66.7,2.297,0.958,50.0,0.696
금융,cond4,Sell,20,3.917,30.0,2.307,0.029,60.0,0.02
금융,cond4_no_reports,Buy,29,2.58,65.5,0.969,0.597,55.2,0.213
금융,cond4_no_reports,Neutral,19,0.242,57.9,0.169,-0.475,42.1,-0.311
금융,cond4_no_reports,Sell,24,4.965,25.0,3.055,1.833,50.0,1.145
IT플랫폼,cond1,Buy,0,,,,,,
IT플랫폼,cond1,Neutral,55,2.097,49.1,0.627,-0.211,38.2,-0.074
IT플랫폼,cond1,Sell,17,0.277,58.8,0.088,-0.862,58.8,-0.351
IT플랫폼,cond2,Buy,12,-4.199,16.7,-2.2,-4.385,8.3,-2.759
IT플랫폼,cond2,Neutral,8,0.761,50.0,0.359,-0.349,37.5,-0.123
IT플랫폼,cond2,Sell,52,3.16,46.2,0.885,0.56,53.8,0.191
IT플랫폼,cond3,Buy,29,1.759,44.8,0.485,-0.935,27.6,-0.309
IT플랫폼,cond3,Neutral,10,-3.623,20.0,-2.084,-4.884,30.0,-3.211
IT플랫폼,cond3,Sell,33,3.189,42.4,0.978,1.505,48.5,0.551
IT플랫폼,cond4,Buy,40,0.624,45.0,0.189,-1.714,27.5,-0.619
IT플랫폼,cond4,Neutral,4,-4.801,0.0,-3.969,-6.894,25.0,-3.673
IT플랫폼,cond4,Sell,28,4.081,42.9,1.211,2.495,42.9,0.927
IT플랫폼,cond4_no_reports,Buy,23,-1.832,26.1,-0.624,-3.228,17.4,-1.204
IT플랫폼,cond4_no_reports,Neutral,3,-4.491,33.3,-1.82,-4.658,66.7,-1.792
IT플랫폼,cond4_no_reports,Sell,45,4.052,40.0,1.196,1.53,51.1,0.554
기타,cond1,Buy,16,9.385,68.8,2.056,7.58,62.5,1.711
기타,cond1,Neutral,160,2.504,49.4,0.641,0.436,40.6,0.115
기타,cond1,Sell,40,5.99,45.0,1.453,4.013,40.0,1.049
기타,cond2,Buy,46,5.787,60.9,1.378,4.358,54.3,1.077
기타,cond2,Neutral,8,7.703,50.0,1.735,3.612,75.0,0.958
기타,cond2,Sell,162,2.855,50.6,0.723,0.754,58.0,0.197
기타,cond3,Buy,102,3.394,53.9,0.838,1.419,48.0,0.366
기타,cond3,Neutral,13,-0.996,30.8,-0.391,-3.388,46.2,-1.243
기타,cond3,Sell,101,4.526,47.5,1.093,2.484,56.4,0.624
기타,cond4,Buy,96,4.153,54.2,1.031,1.839,50.0,0.46
기타,cond4,Neutral,2,-0.501,50.0,-0.578,-2.844,0.0,-2.667
기타,cond4,Sell,118,3.328,50.0,0.82,1.531,56.8,0.401
기타,cond4_no_reports,Buy,65,4.522,53.8,1.053,2.626,50.8,0.617
기타,cond4_no_reports,Neutral,2,0.709,50.0,1.844,-1.644,0.0,-2.794
기타,cond4_no_reports,Sell,148,3.322,49.3,0.842,1.26,55.4,0.337
