Date,Open,High,Low,Close,Volume,Change
2022-12-01,63100,63200,62300,62600,16631445,0.64
2022-12-02,62500,62500,60400,60400,15331184,-3.51
2022-12-05,60900,61100,60000,60300,13767787,-0.17
2022-12-06,59800,60100,59200,59200,13888300,-1.82
2022-12-07,58800,59600,58500,58900,12100662,-0.51
2022-12-08,58700,59200,58600,59200,12986815,0.51
2022-12-09,59300,60600,59300,60400,10529632,2.03
2022-12-12,59900,60000,59400,59500,9036472,-1.49
2022-12-13,59600,60300,59400,59700,9040873,0.34
2022-12-14,59800,60600,59800,60500,8207485,1.34
2022-12-15,59800,60200,59300,59300,8716039,-1.98
2022-12-16,58300,59500,58300,59500,13033596,0.34
2022-12-19,59500,59900,59100,59500,7696187,0.0
2022-12-20,59000,59100,58500,58600,9284761,-1.51
2022-12-21,58700,59100,58000,58000,10356971,-1.02
2022-12-22,58100,59100,58100,59100,10720630,1.9
2022-12-23,58200,58400,57700,58100,9829407,-1.69
2022-12-26,58000,58100,57700,57900,6756411,-0.34
2022-12-27,58000,58400,57900,58100,10667027,0.35
2022-12-28,57600,57600,56400,56600,14665410,-2.58
2022-12-29,56000,56200,55300,55300,11295935,-2.3
2023-01-02,55500,56100,55200,55500,10031448,0.36
2023-01-03,55400,56000,54500,55400,13547030,-0.18
2023-01-04,55700,58000,55600,57800,20188071,4.33
2023-01-05,58200,58800,57600,58200,15682826,0.69
2023-01-06,58300,59400,57900,59000,17334989,1.37
2023-01-09,59700,60700,59600,60700,18640107,2.88
2023-01-10,60200,61100,59900,60400,14859797,-0.49
2023-01-11,61000,61200,60300,60500,12310751,0.17
2023-01-12,61100,61200,59900,60500,16102561,0.0
2023-01-13,60500,61200,60400,60800,12510328,0.5
2023-01-16,61300,61600,60800,61100,10039972,0.49
2023-01-17,61200,61500,60600,61000,9831456,-0.16
2023-01-18,60700,61000,59900,60400,11584041,-0.98
2023-01-19,60500,61500,60400,61500,12808490,1.82
2023-01-20,62100,62300,61100,61800,9646327,0.49
2023-01-25,63500,63700,63000,63400,16822710,2.59
2023-01-26,63800,63900,63300,63900,13278277,0.79
2023-01-27,64400,65000,63900,64600,18760182,1.1
2023-01-30,64900,64900,63100,63300,20995234,-2.01
2023-01-31,63500,63700,61000,61000,29746731,-3.63
2023-02-01,62600,62700,61000,61800,18570133,1.31
2023-02-02,63200,63900,62600,63500,23285983,2.75
2023-02-03,63900,64000,63000,63800,15194598,0.47
2023-02-06,62800,63000,61600,61600,15529356,-3.45
2023-02-07,61900,62500,61600,61900,14491039,0.49
2023-02-08,62800,63300,62400,63100,12243125,1.94
2023-02-09,63000,63300,62300,63000,12164865,-0.16
2023-02-10,62600,63000,62400,62800,9382576,-0.32
2023-02-13,62900,63000,62300,62900,10730362,0.16
2023-02-14,63600,63900,63200,63200,9126664,0.48
2023-02-15,63900,63900,62000,62200,13208103,-1.58
2023-02-16,62500,63700,62400,63700,13798831,2.41
2023-02-17,62900,63300,62400,62600,10791265,-1.73
2023-02-20,62900,63000,61800,62700,12908073,0.16
