Date,Open,High,Low,Close,Volume,Change
2022-12-01,235500,237500,218000,220000,371947,-3.08
2022-12-02,220500,220500,200000,201500,585176,-8.41
2022-12-05,200000,200500,183000,184500,755748,-8.44
2022-12-06,184000,187000,178500,180000,375157,-2.44
2022-12-07,179000,180000,176000,178500,463452,-0.83
2022-12-08,178500,181500,177500,179500,325436,0.56
2022-12-09,180000,181500,179000,180500,252103,0.56
2022-12-12,180000,183500,179500,181500,179024,0.55
2022-12-13,183500,183500,179000,181500,211430,0.0
2022-12-14,183000,187000,182500,185500,261095,2.2
2022-12-15,183000,184000,179000,179500,206973,-3.23
2022-12-16,177000,183500,176000,183500,252456,2.23
2022-12-19,181000,184000,181000,182500,112809,-0.54
2022-12-20,182000,183000,177500,179000,125925,-1.92
2022-12-21,180000,181500,175000,176000,131665,-1.68
2022-12-22,177500,179500,175500,179000,158087,1.7
2022-12-23,177000,177500,172000,172500,151609,-3.63
2022-12-26,172500,174000,171500,172000,97058,-0.29
2022-12-27,172500,174000,170500,172500,146822,0.29
2022-12-28,170500,171500,164500,169500,212217,-1.74
2022-12-29,172500,178000,166000,168000,342547,-0.88
2023-01-02,170500,171000,161500,164000,183942,-2.38
2023-01-03,164500,167000,162000,166500,119343,1.52
2023-01-04,164500,167000,161500,166000,173169,-0.3
2023-01-05,164500,168000,160500,165500,331718,-0.3
2023-01-06,165000,168500,164000,165500,150674,0.0
2023-01-09,167000,172500,166500,171500,154937,3.63
2023-01-10,171500,173000,169500,171500,99627,0.0
2023-01-11,172000,173500,169000,171000,158940,-0.29
2023-01-12,171000,174000,170500,171500,155236,0.29
2023-01-13,173500,177500,172500,173500,206391,1.17
2023-01-16,174500,178500,173000,175500,182658,1.15
2023-01-17,177000,177000,169500,170000,217061,-3.13
2023-01-18,169500,173000,169500,171000,113874,0.59
2023-01-19,170000,172500,169500,172500,85169,0.88
2023-01-20,171000,172500,170500,172500,90633,0.0
2023-01-25,173800,174700,172600,174000,110345,0.87
2023-01-26,174500,182400,172600,182200,300702,4.71
2023-01-27,181400,185000,180100,183900,155044,0.93
2023-01-30,183700,185300,180200,180200,157043,-2.01
2023-01-31,180000,182500,179000,179300,148715,-0.5
2023-02-01,180200,182400,180000,181000,144770,0.95
2023-02-02,184300,185800,182000,182000,234595,0.55
2023-02-03,183100,187300,181100,186700,205938,2.58
2023-02-06,185100,185100,179000,179000,222999,-4.12
2023-02-07,178600,181100,178500,180600,108343,0.89
2023-02-08,188500,197100,187500,192000,648464,6.31
2023-02-09,190300,190600,181000,181000,495523,-5.73
2023-02-10,180100,180600,176200,177100,248195,-2.15
2023-02-13,176200,176900,172200,172200,213755,-2.77
2023-02-14,173600,176700,172600,174300,175345,1.22
2023-02-15,173900,174900,171500,171900,142617,-1.38
2023-02-16,173200,180600,173100,178200,241899,3.66
2023-02-17,175000,176700,173400,174600,95829,-2.02
2023-02-20,175800,177500,173500,175800,101586,0.69
2023-02-21,174900,176400,173700,174500,93969,-0.74
2023-02-22,171700,173000,170600,171700,115418,-1.6
2023-02-23,173100,176300,172600,174200,109332,1.46
2023-02-24,173700,178500,171800,172500,180059,-0.98
2023-02-27,171200,172700,169000,172200,124946,-0.17
2023-02-28,173000,173700,169800,169800,140084,-1.39
2023-03-02,170300,173800,168400,169000,183272,-0.47
2023-03-03,170200,170600,168900,169800,79089,0.47
2023-03-06,171000,173500,170200,173500,122698,2.18
2023-03-07,172700,172700,169200,169200,153747,-2.48
2023-03-08,168000,168900,165500,167400,152372,-1.06
2023-03-09,167900,168500,164800,166000,175495,-0.84
2023-03-10,163500,164300,161200,161900,147468,-2.47
2023-03-13,161000,164100,161000,163500,131566,0.99
2023-03-14,162200,164500,160700,161700,150262,-1.1
2023-03-15,163400,163600,157800,158000,211108,-2.29
2023-03-16,157200,157800,154000,156100,141193,-1.2
2023-03-17,157000,164400,156800,164400,230024,5.32
2023-03-20,164800,167300,163200,165200,110376,0.49
2023-03-21,167900,174700,167900,169200,267459,2.42
2023-03-22,174000,177800,172400,177200,349777,4.73
2023-03-23,175200,177800,174200,176500,137616,-0.4
2023-03-24,176500,177400,172700,173000,122180,-1.98
2023-03-27,174300,174900,171200,174900,84839,1.1
2023-03-28,174000,180300,171800,179500,214545,2.63
2023-03-29,178700,179800,172600,174300,230896,-2.9
2023-03-30,174200,179700,173600,179100,216832,2.75
2023-03-31,179800,183800,178100,183500,244132,2.46
2023-04-03,182300,185900,181700,182800,152348,-0.38
2023-04-04,183000,189500,182800,189400,218430,3.61
2023-04-05,189400,189600,184200,184200,142008,-2.75
2023-04-06,183000,185300,182300,182600,114465,-0.87
2023-04-07,182700,185900,180600,183500,112304,0.49
2023-04-10,182600,183700,179800,183000,123136,-0.27
2023-04-11,182200,188300,182200,185600,156057,1.42
2023-04-12,184400,187700,183100,186600,119902,0.54
2023-04-13,186500,189900,185600,189400,139057,1.5
2023-04-14,190000,195600,189800,191900,232350,1.32
2023-04-17,191100,193400,186100,189200,118016,-1.41
2023-04-18,189200,190900,186900,188400,113794,-0.42
2023-04-19,190000,195500,188900,192400,174171,2.12
2023-04-20,192400,198100,191400,194500,214320,1.09
2023-04-21,194500,199000,192400,193900,176937,-0.31
2023-04-24,192100,194700,188200,191000,123278,-1.5
2023-04-25,190500,197400,190500,191500,136896,0.26
2023-04-26,190000,192800,189200,190700,105307,-0.42
2023-04-27,189300,191100,186000,189100,106649,-0.84
2023-04-28,189300,193900,189300,192100,123134,1.59
2023-05-02,190200,196200,190100,193600,88518,0.78
2023-05-03,191800,195600,191800,192900,88118,-0.36
2023-05-04,191400,199000,191400,198300,179706,2.8
2023-05-08,198300,204500,196500,203000,248337,2.37
2023-05-09,202000,204000,199900,201000,175401,-0.99
2023-05-10,202500,205000,192100,200500,445426,-0.25
2023-05-11,200500,202500,196900,198800,198136,-0.85
2023-05-12,197900,202000,196100,200500,147328,0.86
2023-05-15,198400,202000,198400,200000,86647,-0.25
2023-05-16,198800,202000,198400,198800,63562,-0.6
2023-05-17,198300,203000,196700,200000,110316,0.6
2023-05-18,199300,201000,198600,199600,113331,-0.2
2023-05-19,200000,207000,199900,202500,207000,1.45
2023-05-22,205000,205000,199900,200500,119485,-0.99
2023-05-23,201000,203500,198500,199300,105190,-0.6
2023-05-24,200000,200000,186800,186900,294955,-6.22
2023-05-25,187300,189800,186600,187500,120593,0.32
2023-05-26,188100,188900,185100,185200,87391,-1.23
2023-05-30,187700,189500,185700,189000,90587,2.05
2023-05-31,187100,191500,187100,189100,114873,0.05
2023-06-01,191500,194000,188000,189400,63346,0.16
2023-06-02,191000,191000,187200,189000,73903,-0.21
2023-06-05,189800,191800,188800,191500,59436,1.32
2023-06-07,192900,195700,191600,193600,97142,1.1
2023-06-08,194600,194600,190700,192500,105930,-0.57
2023-06-09,194300,200500,190900,199700,169634,3.74
2023-06-12,201000,205000,200500,204500,160927,2.4
2023-06-13,204500,205500,200500,203000,110728,-0.73
2023-06-14,202000,207000,200000,205500,185170,1.23
2023-06-15,204500,207000,202000,203500,92616,-0.97
2023-06-16,201000,209000,201000,203500,218142,0.0
2023-06-19,203000,205000,198200,200500,88980,-1.47
2023-06-20,198500,205500,198500,204500,95165,2.0
2023-06-21,206500,206500,203000,205000,78616,0.24
2023-06-22,205500,205500,202000,203500,64726,-0.73
2023-06-23,202500,205000,201000,201500,55971,-0.98
2023-06-26,201500,207000,201000,204000,57927,1.24
2023-06-27,204000,204500,201000,202500,52644,-0.74
2023-06-28,202500,203000,197500,199000,78693,-1.73
2023-06-29,198700,199400,194400,195000,82339,-2.01
2023-06-30,197800,197900,193200,194800,53244,-0.1
2023-07-03,195000,196800,193400,194500,69904,-0.15
2023-07-04,193800,193800,182300,183000,196148,-5.91
2023-07-05,183100,184200,178100,178300,138399,-2.57
2023-07-06,178500,180100,176400,178500,116734,0.11
2023-07-07,177700,181200,173900,174500,102069,-2.24
2023-07-10,176000,176100,173700,175200,69282,0.4
2023-07-11,176300,183000,175400,182500,104529,4.17
2023-07-12,183100,185700,181600,185300,86051,1.53
2023-07-13,185500,194800,185400,192200,174884,3.72
2023-07-14,193500,194800,190500,194600,75887,1.25
2023-07-17,192000,193700,190100,191200,63099,-1.75
2023-07-18,193600,193600,184000,184900,84089,-3.29
2023-07-19,186000,186400,181500,183300,58112,-0.87
2023-07-20,182300,185700,181000,181000,73951,-1.25
2023-07-21,180100,181400,178100,180300,79826,-0.39
2023-07-24,180300,180300,176000,177500,88520,-1.55
2023-07-25,176400,177400,170800,171500,120465,-3.38
2023-07-26,171100,171100,163200,166500,205512,-2.92
2023-07-27,166000,171900,166000,170700,110320,2.52
2023-07-28,168200,170000,166500,168800,68748,-1.11
2023-07-31,170200,173600,169300,171800,92931,1.78
2023-08-01,171000,178400,170700,178100,108226,3.67
2023-08-02,176600,176700,172100,172900,97960,-2.92
2023-08-03,173500,173500,169500,170600,103388,-1.33
2023-08-04,170700,173300,168400,169400,78997,-0.7
2023-08-07,168800,178300,168500,174500,106658,3.01
2023-08-08,174600,176300,171600,171600,75242,-1.66
2023-08-09,171600,175500,171000,174400,69562,1.63
2023-08-10,172500,172700,159700,161100,493203,-7.63
2023-08-11,162000,165100,162000,163100,160992,1.24
2023-08-14,163100,163800,160600,161500,122595,-0.98
2023-08-16,160400,160900,157900,158000,124595,-2.17
2023-08-17,158100,160500,157600,159700,105570,1.08
2023-08-18,158300,159100,155300,158000,113061,-1.06
2023-08-21,158800,162300,157800,158300,108766,0.19
2023-08-22,158600,161400,157100,157500,76681,-0.51
2023-08-23,156500,158400,156000,156700,65365,-0.51
2023-08-24,157600,158400,155500,155700,107691,-0.64
2023-08-25,154500,156100,153600,155100,83001,-0.39
2023-08-28,156100,157800,154200,155400,75467,0.19
2023-08-29,155400,157300,155400,156100,58101,0.45
2023-08-30,157200,158700,156700,156800,47682,0.45
2023-08-31,157400,157800,153900,155000,189157,-1.15
2023-09-01,154300,157500,154300,155500,69304,0.32
2023-09-04,154900,156800,154800,156700,52646,0.77
2023-09-05,156500,158000,154800,155300,66535,-0.89
2023-09-06,155300,156300,153700,154100,106820,-0.77
2023-09-07,153800,154400,152300,152800,103087,-0.84
2023-09-08,153000,153800,152200,153600,59913,0.52
2023-09-11,153600,154400,152900,153000,80772,-0.39
2023-09-12,153600,155100,152700,152900,138609,-0.07
2023-09-13,152600,152800,149200,152000,117896,-0.59
2023-09-14,153200,155500,151800,155300,149744,2.17
2023-09-15,155300,157400,154600,157000,139998,1.09
2023-09-18,156300,157500,153700,153700,96458,-2.1
2023-09-19,153600,154600,152100,152300,52409,-0.91
2023-09-20,152400,152900,150900,152000,45042,-0.2
2023-09-21,152000,152300,148600,148600,105009,-2.24
2023-09-22,146900,150500,146000,148600,76113,0.0
2023-09-25,149300,151600,148500,148900,64275,0.2
2023-09-26,147500,149800,147500,148700,55956,-0.13
2023-09-27,147500,151600,147200,150600,69838,1.28
2023-10-04,149300,152000,145900,146500,119792,-2.72
2023-10-05,147000,149500,146300,148000,78211,1.02
2023-10-06,148500,151800,147500,149400,59272,0.95
2023-10-10,154000,154500,150200,151200,109221,1.2
2023-10-11,152000,155200,151300,153200,77119,1.32
2023-10-12,154700,154800,152400,154000,66983,0.52
2023-10-13,151500,156100,151400,154900,67930,0.58
2023-10-16,154400,155400,152500,154100,65920,-0.52
2023-10-17,154200,155900,154000,154700,67619,0.39
2023-10-18,154700,156600,154200,154200,55717,-0.32
2023-10-19,152700,153400,150900,153000,71879,-0.78
2023-10-20,153100,160800,152400,159400,289731,4.18
2023-10-23,159500,160000,153300,155500,140474,-2.45
2023-10-24,158400,164900,155700,163600,193876,5.21
2023-10-25,162300,167300,162300,164800,139683,0.73
2023-10-26,162500,165200,159700,163100,121472,-1.03
2023-10-27,166300,168200,162300,165200,128056,1.29
2023-10-30,165200,166600,161300,162000,85180,-1.94
2023-10-31,163600,168800,162400,163800,121430,1.11
2023-11-01,164500,167800,163900,166000,81027,1.34
2023-11-02,168400,169700,165800,168900,98961,1.75
2023-11-03,169100,172800,165000,169900,125403,0.59
2023-11-06,171800,173400,167900,173400,153666,2.06
2023-11-07,171000,172900,169700,172500,90525,-0.52
2023-11-08,181200,193900,180300,190800,945555,10.61
2023-11-09,189000,194300,186300,190800,585646,0.0
2023-11-10,188400,193300,187000,192900,117386,1.1
2023-11-13,194000,195000,189800,193900,123965,0.52
2023-11-14,193400,196000,190300,193000,162902,-0.46
2023-11-15,197900,204500,192600,204000,225505,5.7
2023-11-16,204000,206500,200500,203500,142474,-0.25
2023-11-17,203500,205000,191800,193100,165836,-5.11
2023-11-20,193900,203500,190900,203000,166287,5.13
2023-11-21,203500,210500,202000,209000,163038,2.96
2023-11-22,207000,210500,205000,208000,80514,-0.48
2023-11-23,208000,211500,205000,210000,65636,0.96
