Date,Open,High,Low,Close,Volume,Change
2022-12-01,16950,17050,16700,16750,2790804,0.0
2022-12-02,16750,16750,16100,16150,3972630,-3.58
2022-12-05,16250,16500,15800,16150,3201044,0.0
2022-12-06,16200,16250,15850,15900,2622275,-1.55
2022-12-07,15750,16100,15650,15950,2371499,0.31
2022-12-08,15950,16050,15500,15950,4343309,0.0
2022-12-09,15950,16150,15800,16000,2354866,0.31
2022-12-12,15900,16200,15750,16050,2525210,0.31
2022-12-13,16300,16750,16050,16050,5146930,0.0
2022-12-14,16200,16400,15950,16350,2971007,1.87
2022-12-15,16600,17000,16450,16600,7259840,1.53
2022-12-16,16250,16450,16050,16200,3523031,-2.41
2022-12-19,15950,16000,15550,15550,3198517,-4.01
2022-12-20,15550,15800,15300,15500,2608459,-0.32
2022-12-21,15600,15750,15400,15450,1821977,-0.32
2022-12-22,15600,15750,15500,15650,1825069,1.29
2022-12-23,15350,15500,14900,15000,4741720,-4.15
2022-12-26,15000,15100,14650,14800,2643007,-1.33
2022-12-27,14800,15050,14800,14850,4755935,0.34
2022-12-28,14950,15800,14900,15700,7173101,5.72
2022-12-29,15750,16200,15350,15400,4185941,-1.91
2023-01-02,15550,15650,15200,15250,2055671,-0.97
2023-01-03,15200,15350,14800,15100,2882312,-0.98
2023-01-04,14950,15400,14750,15350,2774250,1.66
2023-01-05,15450,15500,14900,15150,2824340,-1.3
2023-01-06,14950,15600,14900,15500,3520392,2.31
2023-01-09,15600,16350,15450,16250,5007477,4.84
2023-01-10,16500,16600,16150,16400,6079252,0.92
2023-01-11,16600,16750,16350,16400,3744965,0.0
2023-01-12,16600,17050,16450,16900,7585935,3.05
2023-01-13,17000,17200,16750,17150,5199400,1.48
2023-01-16,17400,17450,16450,16500,8834739,-3.79
2023-01-17,16500,16750,16250,16300,3098591,-1.21
2023-01-18,16350,16400,15900,16000,3162026,-1.84
2023-01-19,16100,16400,16050,16100,2731748,0.63
2023-01-20,16150,16350,15900,16250,2108912,0.93
2023-01-25,16360,16420,16100,16110,3354716,-0.86
2023-01-26,16110,16300,16070,16280,2875285,1.06
2023-01-27,16320,16900,16260,16590,5215081,1.9
2023-01-30,16710,16870,16570,16610,3894790,0.12
2023-01-31,16580,16750,16370,16700,3626527,0.54
2023-02-01,16760,16770,16430,16530,3314405,-1.02
2023-02-02,16610,16700,16400,16600,3154847,0.42
2023-02-03,16570,16690,16480,16500,2696530,-0.6
2023-02-06,16480,16480,15840,15840,4853484,-4.0
2023-02-07,15840,15960,15690,15710,3766903,-0.82
2023-02-08,15750,16210,15750,16090,3679734,2.42
2023-02-09,16030,16040,15850,15880,2419606,-1.31
2023-02-10,15840,15860,15520,15650,3276002,-1.45
2023-02-13,15710,15920,15650,15720,2636363,0.45
2023-02-14,15800,16030,15780,15960,2766498,1.53
2023-02-15,15970,16010,15290,15320,4650959,-4.01
2023-02-16,15430,15620,15380,15470,2673879,0.98
2023-02-17,15300,15620,15230,15470,2271405,0.0
2023-02-20,15500,15880,15290,15720,2891928,1.62
2023-02-21,15900,16260,15800,16200,5130282,3.05
2023-02-22,15970,16460,15950,16230,4564945,0.19
2023-02-23,16300,16420,16020,16330,3445835,0.62
2023-02-24,16330,16640,16250,16320,4298766,-0.06
2023-02-27,16180,16430,16110,16260,2645855,-0.37
2023-02-28,16360,16500,16260,16260,3788123,0.0
2023-03-02,16160,16670,16160,16580,5444938,1.97
2023-03-03,16600,16780,16210,16720,5530314,0.84
2023-03-06,16700,16980,16600,16890,5199228,1.02
2023-03-07,16900,16990,16670,16840,4017290,-0.3
2023-03-08,16800,17260,16660,17130,8722695,1.72
2023-03-09,17290,18320,17280,18140,25659871,5.9
2023-03-10,18030,18370,17690,17890,10207127,-1.38
2023-03-13,17780,18040,17400,17810,6962135,-0.45
2023-03-14,17700,17860,16730,16780,8669240,-5.78
2023-03-15,17250,17990,17120,17690,8767717,5.42
2023-03-16,17690,17690,17200,17360,5005319,-1.87
2023-03-17,17560,17580,17050,17090,4404664,-1.56
2023-03-20,16990,17390,16860,17020,4221727,-0.41
2023-03-21,17130,17140,16680,16750,4084065,-1.59
2023-03-22,16830,16970,16480,16510,4702727,-1.43
2023-03-23,16380,16450,16080,16130,5722913,-2.3
2023-03-24,16210,16790,16000,16300,6524954,1.05
2023-03-27,16300,16310,15840,15950,4820797,-2.15
2023-03-28,15960,16170,15820,16100,3746813,0.94
2023-03-29,16170,16920,15970,16650,7640751,3.42
2023-03-30,16660,16690,16210,16350,6071505,-1.8
2023-03-31,16340,17150,16300,17000,10667172,3.98
2023-04-03,17020,17290,16810,17060,5999794,0.35
2023-04-04,17020,17480,17020,17280,5979172,1.29
2023-04-05,17080,17220,16610,16980,6849792,-1.74
2023-04-06,16950,17350,16900,17050,5869627,0.41
2023-04-07,17130,17150,16800,16830,4015924,-1.29
2023-04-10,16830,16940,16390,16750,5000474,-0.48
2023-04-11,16750,17230,16650,16970,5106654,1.31
2023-04-12,17020,17910,17000,17700,12799902,4.3
2023-04-13,17740,17980,17570,17860,6339687,0.9
2023-04-14,17980,18250,17670,18080,8155956,1.23
2023-04-17,18350,19480,18250,19300,23326779,6.75
2023-04-18,19400,19400,18560,18640,11148031,-3.42
2023-04-19,18330,19000,18300,18540,7611256,-0.54
