Date,Open,High,Low,Close,Volume,Change
2022-12-01,59200,59600,57700,57900,2895695,2.66
2022-12-02,57900,58300,56900,56900,1165966,-1.73
2022-12-05,57200,59000,57200,58000,2050445,1.93
2022-12-06,57300,57900,56000,56000,1380887,-3.45
2022-12-07,55700,56600,55400,55500,1014142,-0.89
2022-12-08,55900,56100,54900,55500,1376893,0.0
2022-12-09,56100,58200,56000,58100,2404261,4.68
2022-12-12,57700,58700,57000,58100,1402888,0.0
2022-12-13,59000,59700,57700,58200,1532110,0.17
2022-12-14,58800,59500,58300,58700,1550967,0.86
2022-12-15,57900,58000,55300,55300,3034680,-5.79
2022-12-16,53500,54900,53100,54400,2477820,-1.63
2022-12-19,53900,56400,53900,55800,1364858,2.57
2022-12-20,55300,55700,53900,54300,1390754,-2.69
2022-12-21,54900,55200,53700,54200,980179,-0.18
2022-12-22,55000,55700,54100,55100,1228266,1.66
2022-12-23,54000,54300,53100,53400,1339673,-3.09
2022-12-26,53400,53800,52700,53600,988777,0.37
2022-12-27,53900,54700,53600,54400,1226474,1.49
2022-12-28,53900,54700,52900,53600,1268005,-1.47
2022-12-29,53500,55300,52900,53100,1319611,-0.93
2023-01-02,53600,53800,52400,52700,887667,-0.75
2023-01-03,52400,53500,51400,53300,1420569,1.14
2023-01-04,53200,56000,53100,55700,2241411,4.5
2023-01-05,55800,58200,55700,57700,3046064,3.59
2023-01-06,57200,58000,56500,57200,1420345,-0.87
2023-01-09,58700,61200,58300,61100,3482961,6.82
2023-01-10,60700,61700,60400,60700,2178323,-0.65
2023-01-11,61700,62500,60800,61900,2544430,1.98
2023-01-12,63000,63400,61100,61500,2197974,-0.65
2023-01-13,62100,63000,61500,62000,2248562,0.81
2023-01-16,62300,65000,62000,64500,2989321,4.03
2023-01-17,64500,64500,61400,61800,3194397,-4.19
2023-01-18,61500,62500,61100,61600,1650067,-0.32
2023-01-19,61100,61400,60200,60800,1687361,-1.3
2023-01-20,60500,61900,60500,61200,1376217,0.66
2023-01-25,62500,63800,62100,62600,2018473,2.29
2023-01-26,62800,63700,61700,63700,1658008,1.76
2023-01-27,64000,65500,63400,64700,2588030,1.57
2023-01-30,64800,65400,63200,63500,1888795,-1.85
2023-01-31,62700,63500,61200,61400,2394547,-3.31
2023-02-01,62000,62900,61400,62200,1582425,1.3
2023-02-02,64400,65200,63700,64500,2936610,3.7
2023-02-03,64900,67500,64500,67200,5019685,4.19
2023-02-06,66500,67100,65200,65200,2276799,-2.98
2023-02-07,65300,68800,64900,68000,3026310,4.29
2023-02-08,68500,69900,68200,69100,3109216,1.62
2023-02-09,67900,71300,67100,70900,3602387,2.6
2023-02-10,69200,70200,66300,67600,5370780,-4.65
2023-02-13,66700,66800,64200,64300,4298565,-4.88
2023-02-14,65400,66400,64800,65000,2249182,1.09
2023-02-15,64600,64700,62600,63600,2984239,-2.15
2023-02-16,64400,65200,63500,64200,2542941,0.94
2023-02-17,63000,64400,62400,63300,1584836,-1.4
2023-02-20,63400,64500,62800,64200,1424392,1.42
2023-02-21,64500,64700,63000,63100,1644407,-1.71
2023-02-22,61900,63000,61500,62200,1904538,-1.43
