Date,Open,High,Low,Close,Volume,Change
2022-12-01,159065,159951,156849,158180,271952,1.42
2022-12-02,158179,158179,154193,154193,263802,-2.52
2022-12-05,154633,155520,152417,153749,227608,-0.29
2022-12-06,153304,155077,152419,152420,256892,-0.86
2022-12-07,152862,155964,151090,154636,316175,1.45
2022-12-08,155521,156851,154192,156408,538859,1.15
2022-12-09,156851,159953,155078,159953,489756,2.27
2022-12-12,158622,159951,156408,156408,189730,-2.22
2022-12-13,157735,159507,155962,158623,202308,1.42
2022-12-14,159066,163053,159066,161282,338548,1.68
2022-12-15,161280,162609,159066,159066,217134,-1.37
2022-12-16,156406,158622,156406,158623,292409,-0.28
2022-12-19,159065,160836,158178,158623,275118,0.0
2022-12-20,158178,158178,154633,157294,376561,-0.84
2022-12-21,158178,160395,157735,159066,257789,1.13
2022-12-22,159509,160839,158623,160397,258056,0.84
2022-12-23,156849,158621,153305,153306,530734,-4.42
2022-12-26,154191,155522,152862,155522,470180,1.45
2022-12-27,155964,157737,154635,156852,737952,0.86
2022-12-28,155471,156851,151331,152252,609016,-2.93
2022-12-29,151331,151790,146731,147652,470391,-3.02
2023-01-02,148111,150871,147192,147192,316155,-0.31
2023-01-03,147191,149031,144891,146272,340565,-0.63
2023-01-04,145811,148571,143512,147652,296009,0.94
2023-01-05,148110,151790,147650,149951,315468,1.56
2023-01-06,148571,151791,148571,150412,250911,0.31
2023-01-09,152712,154091,150871,152712,247143,1.53
2023-01-10,152711,153631,150871,151792,260585,-0.6
2023-01-11,152711,154091,152251,153172,268226,0.91
2023-01-12,154091,156391,153631,154552,335410,0.9
2023-01-13,155472,158231,155011,155472,302798,0.6
2023-01-16,156391,156391,154552,154552,168040,-0.59
2023-01-17,154550,155011,149951,150412,359438,-2.68
2023-01-18,150410,151330,149030,150871,230128,0.31
2023-01-19,149490,152710,149030,150871,212584,0.0
2023-01-20,150411,150871,148571,149492,263111,-0.91
2023-01-25,149951,152067,149951,151332,218185,1.23
2023-01-26,150963,152068,150227,152068,331459,0.49
2023-01-27,152435,154091,151423,153448,365577,0.91
2023-01-30,153631,155379,150596,150596,360309,-1.86
2023-01-31,149951,150871,148203,148664,439005,-1.28
2023-02-01,148755,156575,148296,156208,754155,5.07
2023-02-02,158231,158231,153815,155840,513108,-0.24
2023-02-03,154918,156206,153998,155563,287213,-0.18
2023-02-06,155287,156023,152988,152988,361905,-1.66
2023-02-07,152619,155287,152619,153080,309631,0.06
