Date,Close,UpDown,Comp,Change,Open,High,Low,Volume,Amount,MarCap
2023-02-15,2427.9,2,-37.74,-1.53,2473.09,2473.44,2424.16,387066656,8758717823542,1923761984206842.0
2023-02-16,2475.48,1,47.58,1.96,2444.06,2475.99,2442.07,388027117,9170362763358,1961021978369659.2
2023-02-17,2451.21,2,-24.27,-0.98,2447.66,2471.51,2445.74,514047410,8364504360476,1941744158386502.0
2023-02-20,2455.12,1,3.91,0.16,2453.25,2463.17,2430.27,390012511,7535474328847,1944743466978690.0
2023-02-21,2458.96,1,3.84,0.16,2457.51,2466.07,2446.0,494660925,7333623297130,1943888913979410.0
2023-02-22,2417.68,2,-41.28,-1.68,2430.87,2435.98,2416.16,427481883,8386250227119,1911701229124747.2
2023-02-23,2439.09,1,21.41,0.89,2430.01,2449.62,2422.62,400991556,7451976722535,1928501536241600.0
2023-02-24,2423.61,2,-15.48,-0.63,2442.49,2452.97,2421.47,369900381,6991100390024,1915633306309892.8
2023-02-27,2402.64,2,-20.97,-0.87,2405.42,2405.56,2383.76,357218105,6598229950675,1898711780871791.2
2023-02-28,2412.85,1,10.21,0.42,2417.58,2431.67,2407.29,529789810,9274200246571,1906496015272827.2
2023-03-02,2427.85,1,15.0,0.62,2414.61,2440.59,2411.85,428342155,9660273967406,1918505110373528.8
2023-03-03,2432.07,1,4.22,0.17,2438.73,2442.1,2423.08,371881849,7845380172919,1921472037049278.0
2023-03-06,2462.62,1,30.55,1.26,2452.46,2464.45,2441.07,418813757,9781226495947,1945884266663628.0
2023-03-07,2463.35,1,0.73,0.03,2457.04,2475.73,2455.65,450481378,10732465515437,1945941991553062.0
2023-03-08,2431.91,2,-31.44,-1.28,2435.58,2442.61,2426.52,438358914,9967055495184,1922025068502531.2
2023-03-09,2419.09,2,-12.82,-0.53,2440.79,2444.2,2416.25,476374647,10357638632974,1911583468201648.0
2023-03-10,2394.59,2,-24.5,-1.01,2389.82,2400.87,2383.19,413411029,7875520120082,1892450859293944.0
2023-03-13,2410.6,1,16.01,0.67,2400.45,2413.24,2369.79,380739619,7702302033185,1904640758031550.0
2023-03-14,2348.97,2,-61.63,-2.56,2390.36,2390.78,2348.19,485075534,7794604350782,1856250945275278.0
2023-03-15,2379.72,1,30.75,1.31,2380.09,2395.36,2370.77,443751262,7591756283752,1880140744498524.0
2023-03-16,2377.91,2,-1.81,-0.08,2357.98,2382.79,2346.11,320194084,7865786658708,1878507613036092.0
2023-03-17,2395.69,1,17.78,0.75,2403.7,2405.35,2382.8,364175642,8617060403941,1893380948607248.8
2023-03-20,2379.2,2,-16.49,-0.69,2391.87,2405.99,2378.7,346033948,6072911062048,1879711532221878.0
2023-03-21,2388.35,1,9.15,0.38,2396.54,2399.52,2383.17,355194640,7269040131335,1886502691939232.0
2023-03-22,2416.96,1,28.61,1.2,2411.25,2417.47,2402.78,501412159,7890323068701,1908726634719028.0
2023-03-23,2424.48,1,7.52,0.31,2398.27,2424.48,2397.91,567703733,10367436910717,1914529715835900.0
2023-03-24,2414.96,2,-9.52,-0.39,2421.27,2423.76,2399.49,470659232,9248183928115,1907314609899919.2
2023-03-27,2409.22,2,-5.74,-0.24,2423.94,2423.94,2395.97,472847242,8534649614320,1902810299354672.0
2023-03-28,2434.94,1,25.72,1.07,2418.69,2434.94,2415.34,524016141,8812617627205,1923151536114984.8
2023-03-29,2443.92,1,8.98,0.37,2432.63,2443.95,2428.61,497218499,8829888945168,1930378482206591.2
2023-03-30,2453.16,1,9.24,0.38,2452.97,2462.7,2439.43,629052032,10846639791891,1937575538312040.8
2023-03-31,2476.86,1,23.7,0.97,2459.94,2481.24,2456.54,722612208,12903370005323,1957926358388616.0
2023-04-03,2472.34,2,-4.52,-0.18,2485.81,2485.81,2467.59,811723687,11300345587698,1954443677108912.8
2023-04-04,2480.51,1,8.17,0.33,2475.87,2489.71,2472.79,832555311,13496867045151,1960644519068079.2
2023-04-05,2495.21,1,14.7,0.59,2482.61,2497.61,2478.67,632719928,9811876730903,1972182473615840.8
2023-04-06,2459.23,2,-35.98,-1.44,2488.0,2488.0,2458.5,751378076,11332652707404,1943849428822128.8
2023-04-07,2490.41,1,31.18,1.27,2478.64,2493.06,2473.89,586992797,11250171223896,1969009466863068.8
2023-04-10,2512.08,1,21.67,0.87,2491.68,2519.99,2490.17,717648069,13539855326610,1986876446769952.8
2023-04-11,2547.86,1,35.78,1.42,2523.33,2550.97,2514.42,768175552,14050594716001,2014288065974223.2
2023-04-12,2550.64,1,2.78,0.11,2546.36,2561.37,2536.23,900749506,14426258754523,2016495718468032.8
2023-04-13,2561.66,1,11.02,0.43,2534.71,2561.66,2531.07,841719152,11996436001118,2024512511224487.2
2023-04-14,2571.49,1,9.83,0.38,2580.1,2581.74,2560.53,892445555,13088200741018,2032335488318426.0
2023-04-17,2575.91,1,4.42,0.17,2570.3,2577.08,2561.14,775752420,12793677906915,2036226925706043.2
2023-04-18,2571.09,2,-4.82,-0.19,2582.23,2582.23,2557.19,896932434,14106396003998,2032968741986688.0
2023-04-19,2575.08,1,3.99,0.16,2570.06,2582.11,2568.46,956994366,12750865238015,2036483235961876.8
2023-04-20,2563.11,2,-11.97,-0.46,2566.06,2573.94,2552.06,951423099,12415524184621,2026470351235575.2
2023-04-21,2544.4,2,-18.71,-0.73,2556.7,2559.44,2532.32,970397971,12614672834698,2012374091597670.0
2023-04-24,2523.5,2,-20.9,-0.82,2538.36,2541.89,2518.73,927191299,11589467033126,1996621732458124.8
2023-04-25,2489.02,2,-34.48,-1.37,2531.35,2531.35,2472.33,886421798,13681150419767,1967147727128900.0
2023-04-26,2484.83,2,-4.19,-0.17,2489.49,2498.56,2481.38,1089215527,12397513675358,1964553908314712.0
2023-04-27,2495.81,1,10.98,0.44,2484.31,2499.01,2465.83,733499935,11142114587400,1974101089770740.8
2023-04-28,2501.53,1,5.72,0.23,2511.79,2517.13,2489.58,777535095,14024831081451,1979839469128982.0
2023-05-02,2524.39,1,22.86,0.91,2504.01,2524.42,2503.21,701398536,9942386589950,1997496492608915.2
2023-05-03,2501.4,2,-22.99,-0.91,2510.19,2514.37,2497.83,889609358,9865860702590,1979410344840207.2
2023-05-04,2500.94,2,-0.46,-0.02,2494.82,2502.14,2486.09,810178245,10020006022499,1978572080421787.2
2023-05-08,2513.21,1,12.27,0.49,2518.53,2525.84,2511.13,655536077,9213044478015,1989045053273087.2
2023-05-09,2510.06,2,-3.15,-0.13,2512.34,2514.81,2495.63,751646926,9351366513394,1986578323550486.0
2023-05-10,2496.51,2,-13.55,-0.54,2505.96,2510.13,2488.42,635635038,8906696780352,1976264332781152.0
2023-05-11,2491.0,2,-5.51,-0.22,2505.57,2513.82,2490.08,648134386,9002406636659,1971727644861108.8
2023-05-12,2475.42,2,-15.58,-0.63,2487.35,2487.35,2472.45,798229990,8589238141803,1959471273376324.0
2023-05-15,2479.35,1,3.93,0.16,2469.8,2479.35,2455.99,484564791,6920284584591,1962067053701407.2
2023-05-16,2480.24,1,0.89,0.04,2494.4,2498.54,2474.9,628743773,8086955877418,1963631010474388.8
2023-05-17,2494.66,1,14.42,0.58,2479.65,2498.37,2475.02,564411579,7218305741975,1975030171147455.2
2023-05-18,2515.4,1,20.74,0.83,2511.09,2515.4,2500.01,572764581,7782864340886,1992171060284570.0
2023-05-19,2537.79,1,22.39,0.89,2530.83,2538.31,2524.89,570097445,9199949186896,2010735982943882.0
2023-05-22,2557.08,1,19.29,0.76,2540.03,2564.09,2533.5,593619969,8214575194453,2025540376904414.0
2023-05-23,2567.55,1,10.47,0.41,2565.8,2577.32,2561.1,576045359,7443352810396,2033435645642930.0
2023-05-24,2567.45,2,-0.1,0.0,2557.11,2572.21,2555.04,1072440018,7900596208889,2032739545215492.8
2023-05-25,2554.69,2,-12.76,-0.5,2570.64,2575.05,2551.49,917553486,9416538885100,2022841850227514.0
2023-05-26,2558.81,1,4.12,0.16,2561.94,2567.5,2553.79,634759104,9401899255628,2027393063603788.0
2023-05-30,2585.52,1,26.71,1.04,2582.41,2586.22,2574.82,641646565,11066254182072,2048101558653343.2
2023-05-31,2577.12,2,-8.4,-0.32,2586.03,2596.31,2575.98,686186797,15135110642978,2039961429934852.0
2023-06-01,2569.17,2,-7.95,-0.31,2572.56,2580.15,2565.0,675233437,9168501896122,2034185276404731.2
2023-06-02,2601.36,1,32.19,1.25,2586.27,2601.38,2583.88,569619542,9383534584159,2059938045733047.2
2023-06-05,2615.41,1,14.05,0.54,2617.43,2618.62,2608.01,545879707,8566306664573,2070761231989574.0
2023-06-07,2615.6,1,0.19,0.01,2623.46,2629.92,2613.68,537616723,10152915448875,2070757365300596.0
2023-06-08,2610.85,2,-4.75,-0.18,2609.21,2612.39,2595.33,581325177,11473710023538,2067265951520122.0
2023-06-09,2641.16,1,30.31,1.16,2624.15,2644.7,2618.45,583219035,11128065460568,2091571202657558.0
2023-06-12,2629.35,2,-11.81,-0.45,2647.49,2650.45,2623.43,557056391,9365137234910,2082259638214132.0
2023-06-13,2637.95,1,8.6,0.33,2644.43,2645.62,2633.52,694320536,11153307465910,2092104300796508.0
2023-06-14,2619.08,2,-18.87,-0.72,2640.81,2642.86,2614.25,654404452,13100475117196,2077106421774783.2
2023-06-15,2608.54,2,-10.54,-0.4,2629.24,2634.22,2602.52,582437342,11513806869991,2068930296159040.0
2023-06-16,2625.79,1,17.25,0.66,2623.57,2625.79,2612.21,673673049,12620601901546,2083070962834296.8
2023-06-19,2609.5,2,-16.29,-0.62,2618.06,2619.44,2600.49,719549044,11096633448246,2069459013219872.8
2023-06-20,2604.91,2,-4.59,-0.18,2602.83,2610.03,2596.82,722540797,10880371631739,2066709392982495.2
2023-06-21,2582.63,2,-22.28,-0.86,2599.19,2600.97,2579.52,659798470,10654263369764,2049490170676983.2
2023-06-22,2593.7,1,11.07,0.43,2575.65,2597.76,2575.65,613221379,8937920367446,2058310973700555.2
2023-06-23,2570.1,2,-23.6,-0.91,2599.04,2600.81,2568.07,528307350,8548516965675,2039950788327824.8
2023-06-26,2582.2,1,12.1,0.47,2568.65,2585.31,2562.03,481750510,8437663307773,2050227831614436.0
2023-06-27,2581.39,2,-0.81,-0.03,2581.02,2582.0,2568.52,538509244,8592191725938,2049390122781708.8
2023-06-28,2564.19,2,-17.2,-0.67,2590.52,2590.52,2559.46,488767961,8814328693756,2036006512301900.8
2023-06-29,2550.02,2,-14.17,-0.55,2564.02,2577.69,2550.02,604508630,8824942470147,2024884368206492.8
2023-06-30,2564.28,1,14.26,0.56,2558.43,2571.03,2541.72,510933786,8209120592849,2035090950255639.2
2023-07-03,2602.47,1,38.19,1.49,2580.89,2604.63,2580.49,618006181,8973590145582,2065043586311662.0
2023-07-04,2593.31,2,-9.16,-0.35,2604.72,2607.66,2591.86,674410584,9160795651560,2057900764652467.2
2023-07-05,2579.0,2,-14.31,-0.55,2593.47,2601.99,2578.66,601088685,10257664064971,2046820450881864.8
2023-07-06,2556.29,2,-22.71,-0.88,2574.75,2575.45,2550.67,531900313,10291029204298,2028715707609856.8
2023-07-07,2526.71,2,-29.58,-1.16,2547.41,2547.41,2515.07,613265045,10367353235625,2005107083038451.2
2023-07-10,2520.7,2,-6.01,-0.24,2528.08,2539.63,2517.67,561821159,9698695577307,2000075614664244.0
2023-07-11,2562.49,1,41.79,1.66,2538.84,2562.49,2534.48,594134894,10596470857533,2033589693802315.2
2023-07-12,2574.72,1,12.23,0.48,2557.61,2574.73,2554.26,696924185,13229937627765,2043134138621224.8
2023-07-13,2591.23,1,16.51,0.64,2589.89,2602.21,2587.75,585660777,13258009580486,2056144809692996.8
2023-07-14,2628.3,1,37.07,1.43,2607.47,2628.3,2603.36,569815109,14285300247019,2085155474574010.0
2023-07-17,2619.0,2,-9.3,-0.35,2617.67,2627.12,2611.55,550569962,11732182232324,2077680979796136.8
2023-07-18,2607.62,2,-11.38,-0.43,2624.59,2626.89,2600.67,493202186,12003817042366,2068793755872192.8
2023-07-19,2608.24,1,0.62,0.02,2622.24,2622.54,2598.52,440073850,11231685664367,2069336033687290.0
2023-07-20,2600.23,2,-8.01,-0.31,2595.38,2611.34,2589.29,372364710,9473223686191,2063004507308507.2
2023-07-21,2609.76,1,9.53,0.37,2581.06,2609.76,2570.58,501871967,12258800016184,2069758933412275.2
2023-07-24,2628.53,1,18.77,0.72,2608.47,2636.06,2595.21,529363268,19050421144820,2083819624716787.2
2023-07-25,2636.46,1,7.93,0.3,2643.35,2646.71,2621.6,723471549,19204604621912,2090016052441822.0
2023-07-26,2592.36,2,-44.1,-1.67,2638.76,2639.21,2580.98,834106504,36348205551673,2054936941256622.0
2023-07-27,2603.81,1,11.45,0.44,2599.82,2617.61,2586.36,594162667,24076448886729,2064695783012002.0
2023-07-28,2608.32,1,4.51,0.17,2593.67,2609.54,2586.33,503267298,16807323601605,2068133763181406.0
2023-07-31,2632.58,1,24.26,0.93,2628.87,2639.45,2622.21,454242638,15688014180464,2085912205406964.8
2023-08-01,2667.07,1,34.49,1.31,2644.34,2668.21,2639.1,493643248,15851940748272,2113135323242811.2
2023-08-02,2616.47,2,-50.6,-1.9,2651.53,2660.9,2611.77,704673842,16001903871479,2073668620072458.0
2023-08-03,2605.39,2,-11.08,-0.42,2624.76,2625.45,2591.3,789416273,14921529311997,2064281827431858.0
2023-08-04,2602.8,2,-2.59,-0.1,2606.17,2612.3,2598.38,645750159,10971353099785,2061747668228012.8
2023-08-07,2580.71,2,-22.09,-0.85,2591.58,2607.36,2580.71,504070760,11894470648556,2044894112432768.0
2023-08-08,2573.98,2,-6.73,-0.26,2598.29,2601.41,2568.15,638418712,12435381687044,2039632194238016.8
2023-08-09,2605.12,1,31.14,1.21,2580.6,2608.98,2576.21,467526732,10326262318499,2064557282952060.0
2023-08-10,2601.56,2,-3.56,-0.14,2592.4,2601.56,2590.02,568155109,11349005297143,2061336432491364.0
2023-08-11,2591.26,2,-10.3,-0.4,2611.25,2616.84,2589.94,675389953,10513465946903,2053371190885500.8
2023-08-14,2570.87,2,-20.39,-0.79,2586.51,2592.91,2561.88,624377647,9995329422745,2037188539913534.0
2023-08-16,2525.64,2,-45.23,-1.76,2550.13,2550.53,2520.87,685135617,12025529175862,2001820771407344.0
2023-08-17,2519.85,2,-5.79,-0.23,2512.92,2520.56,2482.06,735132744,10727642034665,1997270646126948.0
2023-08-18,2504.5,2,-15.35,-0.61,2495.18,2519.6,2489.63,557784633,10776836338403,1985148457311986.0
2023-08-21,2508.8,1,4.3,0.17,2511.7,2524.41,2505.59,399458711,8524817791134,1988814382258267.2
2023-08-22,2515.74,1,6.94,0.28,2528.39,2533.43,2509.53,471808571,9270272191698,1994100740867846.0
2023-08-23,2505.5,2,-10.24,-0.41,2510.0,2517.51,2499.89,547169704,8577994375668,1986575329001002.0
2023-08-24,2537.68,1,32.18,1.28,2531.78,2539.44,2520.73,441140168,10099466159245,2012082432960052.0
2023-08-25,2519.14,2,-18.54,-0.73,2505.39,2526.37,2502.05,577383852,8302851242350,1997701491140052.0
2023-08-28,2543.41,1,24.27,0.96,2534.42,2543.41,2525.64,483587568,8221905557756,2015825900484564.0
2023-08-29,2552.16,1,8.75,0.34,2550.76,2556.98,2545.27,441365852,8275017288825,2022518944004772.8
2023-08-30,2561.22,1,9.06,0.35,2575.42,2578.62,2561.22,364003001,7765444580940,2029672344990078.0
2023-08-31,2556.27,2,-4.95,-0.19,2564.45,2568.06,2547.72,473168805,11334960549622,2025220695461871.2
2023-09-01,2563.71,1,7.44,0.29,2551.93,2568.42,2551.04,493367317,10029746225521,2033321986422776.0
2023-09-04,2584.55,1,20.84,0.81,2566.93,2584.55,2560.32,342072516,8699609485382,2050034095713728.0
2023-09-05,2582.18,2,-2.37,-0.09,2578.91,2586.65,2575.19,384579023,7590068827455,2048141824784019.2
2023-09-06,2563.34,2,-18.84,-0.73,2577.41,2585.98,2560.09,422126144,7626693242222,2033216059472071.2
2023-09-07,2548.26,2,-15.08,-0.59,2554.87,2562.42,2539.24,377270533,8325826544902,2021630331132979.2
2023-09-08,2547.68,2,-0.58,-0.02,2546.07,2550.96,2530.05,396289098,7718992573949,2020844443791382.0
2023-09-11,2556.88,1,9.2,0.36,2549.88,2556.89,2540.44,411070381,8340732785019,2027845902421820.0
2023-09-12,2536.58,2,-20.3,-0.79,2566.42,2568.55,2535.15,359409844,8927207173581,2012514265092078.0
2023-09-13,2534.7,2,-1.88,-0.07,2536.22,2549.38,2528.18,417576035,9270998787030,2011458185180640.0
2023-09-14,2572.89,1,38.19,1.51,2544.89,2572.89,2541.11,412509123,9577502570729,2041171663656079.2
2023-09-15,2601.28,1,28.39,1.1,2574.98,2611.0,2572.37,441729809,11995227354645,2063455243040380.8
2023-09-18,2574.72,2,-26.56,-1.02,2588.69,2596.55,2573.26,416289507,8772091336958,2042003996189398.0
2023-09-19,2559.21,2,-15.51,-0.6,2579.36,2583.25,2555.46,462342076,7827324888504,2030125918133751.2
2023-09-20,2559.74,1,0.53,0.02,2556.55,2566.62,2551.12,414667757,7571716473907,2030281560024884.8
2023-09-21,2514.97,2,-44.77,-1.75,2544.81,2549.63,2514.96,394676191,7803096968952,1995558490661582.0
2023-09-22,2508.13,2,-6.84,-0.27,2491.45,2513.26,2486.14,433184441,7063027557662,1988872132588095.2
2023-09-25,2495.76,2,-12.37,-0.49,2504.1,2509.38,2486.44,438614599,7459544543909,1979048154958762.0
2023-09-26,2462.97,2,-32.79,-1.31,2493.64,2495.0,2461.59,427476174,7060836784874,1953462572892867.2
2023-09-27,2465.07,1,2.1,0.09,2447.99,2469.72,2445.51,366240767,6761281210971,1955817974945696.8
2023-10-04,2405.69,2,-59.38,-2.41,2435.78,2435.78,2402.84,424858687,10244656479390,1909055583650352.8
2023-10-05,2403.6,2,-2.09,-0.09,2423.35,2426.61,2402.5,451722351,9141360528268,1912222092363540.0
2023-10-06,2408.73,1,5.13,0.21,2408.81,2421.18,2403.92,289391533,6522751201215,1916147548142908.8
2023-10-10,2402.58,2,-6.15,-0.26,2436.58,2448.24,2402.44,416004097,9505946256101,1912039050695451.2
2023-10-11,2450.08,1,47.5,1.98,2436.52,2463.56,2436.52,446948721,9140842858822,1949663797057904.8
2023-10-12,2479.82,1,29.74,1.21,2465.19,2479.82,2464.84,515451710,8929118335738,1973336798717055.2
2023-10-13,2456.15,2,-23.67,-0.95,2460.85,2466.62,2452.83,582883748,7164460134351,1955250761144788.0
2023-10-16,2436.24,2,-19.91,-0.81,2442.43,2453.77,2422.52,788356048,8393099868062,1939007776711860.0
2023-10-17,2460.17,1,23.93,0.98,2454.14,2466.87,2449.42,509375162,7711249611593,1958109580200440.8
2023-10-18,2462.6,1,2.43,0.1,2452.05,2465.33,2450.78,911545886,8897570511380,1960050710811028.0
2023-10-19,2415.8,2,-46.8,-1.9,2431.92,2433.45,2412.55,756946720,9054474474683,1923750595952743.2
2023-10-20,2375.0,2,-40.8,-1.69,2391.54,2394.67,2364.01,521208061,9295958394523,1892280648037690.0
2023-10-23,2357.02,2,-17.98,-0.76,2370.07,2375.79,2354.7,395930159,7117567308934,1877779359812775.2
2023-10-24,2383.51,1,26.49,1.12,2371.55,2384.14,2326.67,444165247,7949284788809,1898106189983308.8
2023-10-25,2363.17,2,-20.34,-0.85,2389.23,2389.9,2362.69,440806736,7832203371912,1882419020271508.0
2023-10-26,2299.08,2,-64.09,-2.71,2325.82,2330.55,2299.08,531072827,9251519468286,1832032727433878.0
2023-10-27,2302.81,1,3.73,0.16,2311.59,2321.84,2293.05,514875992,8009947757095,1834541640781010.0
2023-10-30,2310.55,1,7.74,0.34,2292.34,2317.75,2292.34,444842306,6954632697493,1840684678719156.0
2023-10-31,2277.99,2,-32.56,-1.41,2318.39,2322.45,2273.97,394982283,8233073267951,1815424104493218.0
2023-11-01,2301.56,1,23.57,1.03,2292.89,2312.15,2288.64,358157301,6739277694118,1835317635644088.0
2023-11-02,2343.12,1,41.56,1.81,2334.96,2351.91,2333.41,377461502,7679304707201,1868116867300456.0
2023-11-03,2368.34,1,25.22,1.08,2365.59,2370.28,2351.83,578661884,8040958355185,1887967827119667.2
2023-11-06,2502.37,1,134.03,5.66,2399.8,2502.37,2395.03,528584832,15225479879466,1991919718242366.0
2023-11-07,2443.96,2,-58.41,-2.33,2476.35,2476.35,2418.74,457675546,12086569930572,1947075246916667.2
2023-11-08,2421.62,2,-22.34,-0.91,2460.22,2468.43,2418.14,467217484,7667332335588,1929362639610315.2
2023-11-09,2427.08,1,5.46,0.23,2425.93,2437.9,2413.04,395030998,7288448335831,1933622735939370.0
2023-11-10,2409.66,2,-17.42,-0.72,2406.4,2413.62,2393.64,312467956,5825602011829,1923177297058820.0
2023-11-13,2403.76,2,-5.9,-0.24,2431.24,2435.32,2399.04,307123090,5934172518663,1918619318859372.8
2023-11-14,2433.25,1,29.49,1.23,2424.93,2442.37,2422.97,306963703,6382101015771,1942197247569900.8
2023-11-15,2486.67,1,53.42,2.2,2482.21,2487.42,2468.43,419843260,9328219011281,1984033040962156.0
2023-11-16,2488.18,1,1.51,0.06,2483.48,2491.98,2472.69,407440839,6806413707780,1985488314205202.0
2023-11-17,2469.85,2,-18.33,-0.74,2477.43,2481.1,2463.59,388973752,8129523115949,1974347791077874.0
2023-11-20,2491.2,1,21.35,0.86,2464.72,2499.75,2464.04,323806345,6586444840432,1990537959330634.0
2023-11-21,2510.42,1,19.22,0.77,2504.7,2517.74,2500.91,345054695,7713376763040,2005723541732152.0
2023-11-22,2511.7,1,1.28,0.05,2493.17,2516.72,2490.43,439485471,7755315532472,2006109849579440.8
2023-11-23,2514.96,1,3.26,0.13,2515.83,2522.2,2507.3,360873812,6577868002160,2009135899576999.2
2023-11-24,2496.63,2,-18.33,-0.73,2517.88,2521.56,2496.63,359382702,6537960544304,1995161445843404.0
2023-11-27,2495.66,2,-0.97,-0.04,2501.83,2511.37,2489.18,364743731,8376475664368,1994294784796634.0
2023-11-28,2521.76,1,26.1,1.05,2506.14,2522.45,2502.26,443089715,8753423571555,2017729235777968.8
2023-11-29,2519.81,2,-1.95,-0.08,2518.8,2523.98,2501.44,579271100,9428200342491,2015729696100694.0
2023-11-30,2535.29,1,15.48,0.61,2512.11,2535.29,2507.8,664284035,11992488473054,2027777361360739.2
2023-12-01,2505.01,2,-30.28,-1.19,2520.49,2520.49,2504.06,516596238,8837749634076,2004297452965198.0
2023-12-04,2514.95,1,9.94,0.4,2522.22,2525.63,2510.52,498860818,8772366761173,2012605764241432.0
2023-12-05,2494.28,2,-20.67,-0.82,2507.45,2509.74,2492.55,427066848,8300521654842,1995841254871312.0
2023-12-06,2495.38,1,1.1,0.04,2503.57,2509.67,2495.38,390989432,7685319935995,1996748972275816.8
2023-12-07,2492.07,2,-3.31,-0.13,2493.14,2499.73,2481.0,446877270,8127635646232,1993881026629664.8
2023-12-08,2517.85,1,25.78,1.03,2510.24,2521.58,2507.14,431796634,7916793470777,2014785074596234.0
2023-12-11,2525.36,1,7.51,0.3,2524.79,2528.89,2512.45,435003610,8260507908287,2021014751891688.8
2023-12-12,2535.27,1,9.91,0.39,2535.11,2543.06,2529.74,378033628,7732529685587,2029469553428360.0
2023-12-13,2510.66,2,-24.61,-0.97,2531.23,2531.23,2509.89,377934427,7513616958089,2010099879260123.2
2023-12-14,2544.18,1,33.52,1.34,2547.74,2549.65,2532.16,530123485,12960670969677,2036471107001660.0
2023-12-15,2563.56,1,19.38,0.76,2558.44,2574.23,2555.3,465313553,12873295143562,2052134143905219.2
2023-12-18,2566.86,1,3.3,0.13,2568.77,2573.13,2556.05,384828383,10181567999906,2053934297383476.0
2023-12-19,2568.55,1,1.69,0.07,2564.81,2570.06,2556.52,392497373,8418110713633,2054764998811186.0
2023-12-20,2614.3,1,45.75,1.78,2586.99,2615.38,2584.85,570423377,11202542825393,2091168204270216.0
2023-12-21,2600.02,2,-14.28,-0.55,2598.37,2610.81,2587.16,578334789,9467808991589,2080482827882262.0
2023-12-22,2599.51,2,-0.51,-0.02,2617.72,2621.37,2599.51,465967201,8848287882829,2082855844704432.0
2023-12-26,2602.59,1,3.08,0.12,2609.44,2612.14,2594.65,440428129,9582765574870,2085608165140366.0
2023-12-27,2613.5,1,10.91,0.42,2599.35,2613.5,2590.08,349733378,10359763878782,2093997127111758.0
2023-12-28,2655.28,1,41.78,1.6,2616.27,2655.28,2611.72,460086621,9418929602384,2126372515851046.0
2024-01-02,2669.81,1,14.53,0.55,2645.47,2675.8,2641.88,409871688,9628190129018,2147223894556880.8
2024-01-03,2607.31,2,-62.5,-2.34,2643.54,2643.72,2607.31,463131608,10121578328315,2096573473823720.8
2024-01-04,2587.02,2,-20.29,-0.78,2592.44,2602.64,2580.09,770176172,8992273956601,2081862659594752.0
2024-01-05,2578.08,2,-8.94,-0.35,2586.89,2592.29,2572.6,522289892,8384472928787,2075148802709824.0
2024-01-08,2567.82,2,-10.26,-0.4,2584.23,2591.68,2566.34,320143990,6763632029996,2067290656237408.0
2024-01-09,2561.24,2,-6.58,-0.26,2598.31,2599.37,2556.0,791214273,8896714487368,2061575745648288.8
2024-01-10,2541.98,2,-19.26,-0.75,2563.97,2568.19,2539.82,570021066,8795834820834,2045533566125824.0
2024-01-11,2540.27,2,-1.71,-0.07,2543.03,2557.3,2540.27,788422596,13669889824902,2043896294511727.2
2024-01-12,2525.05,2,-15.22,-0.6,2536.55,2543.83,2517.76,790177187,8368765827550,2047248114238732.8
2024-01-15,2525.99,1,0.94,0.04,2525.69,2536.06,2515.84,802102006,8182706743844,2047779701417268.0
2024-01-16,2497.59,2,-28.4,-1.12,2516.27,2524.35,2491.13,659578602,8828509480164,2024555060865416.0
2024-01-17,2435.9,2,-61.69,-2.47,2501.23,2503.91,2435.34,965595357,11281597951689,1975074608228092.0
2024-01-18,2440.04,1,4.14,0.17,2439.96,2453.97,2429.12,571507487,8300177532644,1978349880698514.0
2024-01-19,2472.74,1,32.7,1.34,2468.43,2479.0,2455.5,518806918,9174537029762,2005853267137231.2
2024-01-22,2464.35,2,-8.39,-0.34,2489.57,2490.69,2464.35,388045571,8419915774574,1999139797919650.0
2024-01-23,2478.61,1,14.26,0.58,2478.32,2482.84,2464.24,472284165,8029400288499,2010744285970351.2
2024-01-24,2469.69,2,-8.92,-0.36,2476.22,2476.22,2454.34,395463694,7446526589060,2003932327419686.0
2024-01-25,2470.34,1,0.65,0.03,2467.73,2474.01,2452.36,357233504,8124338284896,2003599594512515.2
2024-01-26,2478.56,1,8.22,0.33,2458.05,2502.61,2453.45,292662412,7144493302087,2009937343154268.8
2024-01-29,2500.65,1,22.09,0.89,2490.93,2516.92,2483.81,427439639,8958520572993,2034462573480314.0
2024-01-30,2498.81,2,-1.84,-0.07,2523.68,2528.54,2498.81,481808939,8734431084623,2032788176215422.0
2024-01-31,2497.09,2,-1.72,-0.07,2487.9,2502.45,2486.97,454574443,9000429911787,2030032668710527.2
2024-02-01,2542.46,1,45.37,1.82,2491.93,2542.46,2491.93,751074606,13462481624148,2067112301934090.0
2024-02-02,2615.31,1,72.85,2.87,2559.4,2615.34,2559.39,596121129,14368149719486,2126219526202082.0
2024-02-05,2591.31,2,-24.0,-0.92,2612.77,2612.77,2562.5,511677820,12476233311073,2107741572677307.2
2024-02-06,2576.2,2,-15.11,-0.58,2584.2,2599.18,2563.87,411617635,10386506269960,2095645930554876.0
2024-02-07,2609.58,1,33.38,1.3,2592.59,2625.24,2588.09,518182343,11491680255121,2123763208093908.0
2024-02-08,2620.32,1,10.74,0.41,2620.26,2629.51,2610.21,430009355,12493447627224,2132384707693318.0
2024-02-13,2649.64,1,29.32,1.12,2644.17,2656.87,2640.96,559385295,13294428567621,2157419255239932.8
2024-02-14,2620.42,2,-29.22,-1.1,2609.6,2627.31,2601.99,543525036,10107666432067,2134335214502236.8
