Date,Close,UpDown,Comp,Change,Open,High,Low,Volume,Amount,MarCap
2023-01-12,2365.1,1,5.57,0.24,2376.72,2377.8,2358.33,580433350,7837776879492,1870238983001540.8
2023-01-13,2386.09,1,20.99,0.89,2377.34,2397.01,2375.78,862230157,6976741116461,1886570606528872.0
2023-01-16,2399.86,1,13.77,0.58,2390.06,2410.22,2387.61,517762227,6532806968677,1897375181962087.2
2023-01-17,2379.39,2,-20.47,-0.85,2400.92,2404.0,2374.65,536811108,6314017773643,1881433258560147.2
2023-01-18,2368.32,2,-11.07,-0.47,2380.36,2383.0,2356.84,537392995,5498577136647,1872694001860234.0
2023-01-19,2380.34,1,12.02,0.51,2354.56,2380.34,2354.56,370098909,5448179058653,1882551676807928.8
2023-01-20,2395.26,1,14.92,0.63,2380.0,2395.97,2372.57,302506895,5025541430084,1895790658564122.0
2023-01-25,2428.57,1,33.31,1.39,2426.58,2432.71,2421.51,550087246,6665406114846,1922275331006548.8
2023-01-26,2468.65,1,40.08,1.65,2436.18,2468.65,2426.4,486831888,8206398683439,1953918425527295.2
2023-01-27,2484.02,1,15.37,0.62,2474.52,2497.4,2464.53,509288123,9092446576759,1966558578500388.8
2023-01-30,2450.47,2,-33.55,-1.35,2484.64,2491.13,2446.59,475410252,9220413382464,1940151030295828.0
2023-01-31,2425.08,2,-25.39,-1.04,2449.92,2457.48,2423.37,617195639,10394784014909,1918934214743307.2
2023-02-01,2449.8,1,24.72,1.02,2446.03,2453.29,2433.37,666296326,8596020942471,1938780673481178.0
2023-02-02,2468.88,1,19.08,0.78,2481.94,2486.2,2454.6,693116445,9121677725259,1953996214062839.2
2023-02-03,2480.4,1,11.52,0.47,2466.54,2485.08,2460.21,496860518,8027060871807,1963172031301668.8
2023-02-06,2438.19,2,-42.21,-1.7,2461.82,2469.42,2438.04,566819415,7671311282395,1929318577658651.2
2023-02-07,2451.71,1,13.52,0.55,2440.14,2456.17,2432.4,451159027,7594010675216,1939610902822855.2
2023-02-08,2483.64,1,31.93,1.3,2469.42,2487.35,2465.96,415677405,8001678048694,1965482079981468.0
2023-02-09,2481.52,2,-2.12,-0.09,2470.66,2487.14,2466.61,610694361,8986377129166,1963858470722852.0
2023-02-10,2469.73,2,-11.79,-0.48,2470.65,2473.8,2454.74,662365593,8402618515942,1954699936947872.0
2023-02-13,2452.7,2,-17.03,-0.69,2461.96,2462.58,2440.86,486398581,7371040643718,1942812751685928.8
2023-02-14,2465.64,1,12.94,0.53,2471.33,2480.34,2459.83,349432106,6738873534337,1953249936043947.2
