Date,Open,High,Low,Close,Volume,Change
2022-12-01,748000,755000,722000,722000,249831,-2.43
2022-12-02,718000,728000,711000,711000,163235,-1.52
2022-12-05,703000,710000,687000,696000,245961,-2.11
2022-12-06,687000,697000,679000,686000,148248,-1.44
2022-12-07,685000,691000,677000,679000,171428,-1.02
2022-12-08,682000,685000,665000,670000,249650,-1.33
2022-12-09,665000,666000,627000,627000,438095,-6.42
2022-12-12,621000,636000,620000,628000,189748,0.16
2022-12-13,628000,635000,617000,623000,280770,-0.8
2022-12-14,625000,646000,623000,646000,208017,3.69
2022-12-15,640000,650000,633000,643000,170130,-0.46
2022-12-16,637000,649000,630000,645000,176864,0.31
2022-12-19,640000,643000,627000,633000,101519,-1.86
2022-12-20,631000,640000,627000,631000,88474,-0.32
2022-12-21,627000,636000,618000,620000,98514,-1.74
2022-12-22,625000,628000,617000,626000,102015,0.97
2022-12-23,619000,624000,603000,610000,135064,-2.56
2022-12-26,604000,621000,600000,618000,99300,1.31
2022-12-27,624000,635000,620000,628000,113845,1.62
2022-12-28,614000,614000,598000,602000,178560,-4.14
2022-12-29,597000,607000,593000,600000,103968,-0.33
2023-01-02,596000,620000,596000,604000,108253,0.67
2023-01-03,605000,610000,599000,601000,112173,-0.5
2023-01-04,594000,608000,586000,601000,129672,0.0
2023-01-05,603000,609000,580000,581000,190445,-3.33
2023-01-06,581000,598000,575000,594000,135877,2.24
2023-01-09,599000,627000,589000,624000,187189,5.05
2023-01-10,632000,647000,628000,629000,217651,0.8
2023-01-11,631000,642000,622000,634000,130042,0.79
2023-01-12,643000,644000,629000,637000,152114,0.47
2023-01-13,636000,649000,631000,644000,153532,1.1
2023-01-16,645000,655000,637000,638000,111249,-0.93
2023-01-17,638000,641000,615000,619000,192280,-2.98
2023-01-18,624000,630000,609000,613000,146564,-0.97
2023-01-19,610000,621000,608000,621000,143197,1.31
2023-01-20,623000,628000,612000,625000,134554,0.64
2023-01-25,646000,655000,638000,652000,221307,4.32
2023-01-26,653000,687000,645000,685000,257413,5.06
2023-01-27,696000,696000,674000,685000,186406,0.0
2023-01-30,688000,703000,677000,683000,250561,-0.29
2023-01-31,680000,700000,672000,690000,310432,1.02
2023-02-01,682000,694000,677000,688000,282102,-0.29
2023-02-02,695000,696000,672000,676000,275597,-1.74
2023-02-03,672000,676000,661000,674000,211018,-0.3
2023-02-06,665000,672000,658000,658000,169927,-2.37
2023-02-07,653000,685000,653000,681000,241408,3.5
2023-02-08,681000,686000,672000,672000,134248,-1.32
2023-02-09,664000,691000,657000,680000,206970,1.19
2023-02-10,675000,680000,666000,673000,129178,-1.03
2023-02-13,674000,678000,663000,670000,114841,-0.45
2023-02-14,676000,682000,664000,676000,160165,0.9
2023-02-15,676000,682000,669000,674000,139846,-0.3
2023-02-16,680000,728000,675000,717000,405051,6.38
2023-02-17,707000,722000,686000,689000,257670,-3.91
2023-02-20,696000,696000,666000,667000,242105,-3.19
2023-02-21,668000,690000,666000,687000,220058,3.0
2023-02-22,675000,680000,666000,666000,192246,-3.06
2023-02-23,666000,677000,659000,668000,127506,0.3
2023-02-24,668000,686000,666000,669000,145162,0.15
2023-02-27,661000,666000,651000,657000,175530,-1.79
2023-02-28,663000,684000,659000,680000,252098,3.5
2023-03-02,672000,684000,671000,678000,174629,-0.29
2023-03-03,687000,707000,684000,703000,236335,3.69
2023-03-06,722000,727000,711000,726000,274209,3.27
2023-03-07,733000,757000,730000,740000,372754,1.93
2023-03-08,727000,727000,711000,715000,229545,-3.38
2023-03-09,720000,725000,700000,710000,222278,-0.7
2023-03-10,694000,710000,690000,707000,195645,-0.42
2023-03-13,714000,727000,699000,718000,291597,1.56
2023-03-14,708000,718000,695000,705000,189009,-1.81
2023-03-15,719000,727000,711000,721000,153827,2.27
2023-03-16,716000,731000,707000,730000,224294,1.25
2023-03-17,743000,745000,696000,702000,495493,-3.84
2023-03-20,694000,703000,681000,683000,242829,-2.71
2023-03-21,690000,693000,673000,677000,220078,-0.88
2023-03-22,687000,703000,687000,703000,206510,3.84
2023-03-23,697000,717000,695000,712000,202975,1.28
2023-03-24,711000,714000,683000,690000,243174,-3.09
2023-03-27,702000,712000,691000,698000,175698,1.16
2023-03-28,701000,704000,687000,704000,238741,0.86
2023-03-29,704000,708000,695000,705000,146056,0.14
2023-03-30,708000,709000,692000,696000,181406,-1.28
2023-03-31,699000,720000,692000,712000,234893,2.3
2023-04-03,728000,730000,708000,712000,210319,0.0
2023-04-04,717000,754000,716000,722000,357335,1.4
2023-04-05,722000,739000,716000,732000,173102,1.39
2023-04-06,728000,730000,712000,716000,214460,-2.19
2023-04-07,720000,720000,706000,714000,176079,-0.28
2023-04-10,721000,766000,718000,750000,435352,5.04
2023-04-11,768000,857000,765000,806000,1194745,7.47
2023-04-12,799000,821000,775000,775000,614112,-3.85
2023-04-13,760000,810000,760000,802000,500579,3.48
2023-04-14,812000,813000,781000,802000,372206,0.0
2023-04-17,802000,816000,782000,805000,351391,0.37
2023-04-18,822000,830000,808000,825000,359378,2.48
2023-04-19,820000,823000,790000,790000,388626,-4.24
2023-04-20,790000,807000,790000,800000,281434,1.27
2023-04-21,798000,798000,766000,771000,280781,-3.63
2023-04-24,762000,780000,762000,767000,221374,-0.52
2023-04-25,774000,778000,729000,742000,311844,-3.26
2023-04-26,742000,746000,727000,727000,240656,-2.02
2023-04-27,734000,747000,726000,741000,315286,1.93
2023-04-28,746000,750000,730000,740000,257164,-0.13
2023-05-02,750000,760000,738000,746000,203437,0.81
2023-05-03,741000,742000,726000,726000,159157,-2.68
2023-05-04,727000,735000,724000,731000,149664,0.69
2023-05-08,741000,747000,723000,726000,150083,-0.68
2023-05-09,726000,735000,710000,722000,149656,-0.55
2023-05-10,717000,723000,704000,709000,201484,-1.8
2023-05-11,712000,715000,691000,691000,311828,-2.54
2023-05-12,697000,700000,685000,688000,232162,-0.43
2023-05-15,685000,694000,677000,691000,175241,0.44
2023-05-16,696000,707000,692000,695000,179012,0.58
2023-05-17,692000,712000,687000,709000,136372,2.01
2023-05-18,712000,714000,701000,709000,151282,0.0
2023-05-19,710000,711000,697000,698000,161829,-1.55
2023-05-22,698000,707000,692000,700000,161714,0.29
2023-05-23,705000,741000,700000,719000,375157,2.71
2023-05-24,719000,734000,716000,720000,181354,0.14
2023-05-25,719000,722000,709000,712000,158080,-1.11
2023-05-26,708000,716000,697000,706000,133917,-0.84
2023-05-30,715000,717000,698000,702000,182533,-0.57
2023-05-31,702000,710000,692000,693000,489828,-1.28
2023-06-01,698000,702000,686000,687000,258102,-0.87
2023-06-02,693000,724000,688000,721000,346407,4.95
2023-06-05,730000,730000,716000,723000,148006,0.28
2023-06-07,729000,752000,728000,746000,297767,3.18
2023-06-08,746000,751000,731000,737000,249933,-1.21
2023-06-09,741000,761000,735000,752000,235688,2.04
2023-06-12,763000,763000,745000,746000,140486,-0.8
2023-06-13,750000,751000,736000,736000,155147,-1.34
2023-06-14,736000,739000,716000,719000,265425,-2.31
2023-06-15,721000,730000,708000,722000,254423,0.42
2023-06-16,727000,754000,725000,743000,355710,2.91
2023-06-19,747000,763000,730000,752000,315174,1.21
2023-06-20,755000,755000,735000,739000,204789,-1.73
2023-06-21,742000,742000,723000,723000,177750,-2.17
2023-06-22,721000,728000,710000,721000,146160,-0.28
2023-06-23,723000,723000,706000,709000,170902,-1.66
2023-06-26,709000,712000,702000,703000,145097,-0.85
2023-06-27,705000,709000,697000,703000,150949,0.0
2023-06-28,710000,710000,657000,662000,523591,-5.83
2023-06-29,666000,682000,660000,660000,293283,-0.3
2023-06-30,665000,673000,660000,667000,176510,1.06
2023-07-03,678000,695000,677000,691000,227535,3.6
2023-07-04,692000,692000,678000,680000,221408,-1.59
2023-07-05,684000,684000,673000,676000,197455,-0.59
2023-07-06,673000,675000,662000,664000,221272,-1.78
2023-07-07,661000,665000,652000,656000,274332,-1.2
2023-07-10,650000,660000,643000,654000,210646,-0.3
2023-07-11,656000,659000,648000,654000,193263,0.0
2023-07-12,659000,660000,642000,653000,278392,-0.15
2023-07-13,654000,677000,653000,670000,488183,2.6
2023-07-14,675000,682000,666000,680000,271672,1.49
2023-07-17,680000,681000,667000,670000,152544,-1.47
2023-07-18,669000,687000,667000,679000,251222,1.34
2023-07-19,682000,687000,672000,687000,281004,1.18
2023-07-20,687000,704000,684000,685000,282841,-0.29
2023-07-21,681000,694000,672000,694000,232253,1.31
2023-07-24,699000,728000,695000,713000,593589,2.74
2023-07-25,730000,739000,714000,725000,470635,1.68
2023-07-26,727000,783000,716000,728000,1219557,0.41
2023-07-27,729000,730000,653000,658000,875950,-9.62
2023-07-28,640000,655000,626000,650000,595011,-1.22
2023-07-31,650000,663000,642000,648000,497694,-0.31
2023-08-01,650000,679000,647000,655000,486703,1.08
2023-08-02,650000,654000,640000,642000,320098,-1.98
2023-08-03,646000,653000,635000,643000,270159,0.16
2023-08-04,638000,643000,635000,636000,217939,-1.09
2023-08-07,631000,638000,609000,615000,296920,-3.3
2023-08-08,615000,626000,612000,615000,234283,0.0
2023-08-09,617000,633000,611000,630000,204061,2.44
2023-08-10,624000,634000,612000,634000,210456,0.63
2023-08-11,631000,632000,620000,622000,163446,-1.89
2023-08-14,616000,619000,596000,597000,361375,-4.02
2023-08-16,584000,601000,583000,584000,290601,-2.18
2023-08-17,575000,583000,570000,581000,414889,-0.51
2023-08-18,571000,578000,566000,569000,230975,-2.07
2023-08-21,562000,577000,562000,568000,240323,-0.18
2023-08-22,579000,587000,571000,573000,186466,0.88
2023-08-23,571000,574000,559000,562000,160649,-1.92
2023-08-24,564000,572000,558000,563000,215589,0.18
2023-08-25,556000,563000,548000,560000,197844,-0.53
2023-08-28,565000,567000,557000,563000,191493,0.54
2023-08-29,566000,566000,558000,560000,157444,-0.53
2023-08-30,566000,589000,566000,576000,290928,2.86
2023-08-31,579000,583000,574000,583000,287714,1.22
2023-09-01,583000,584000,569000,570000,163494,-2.23
2023-09-04,568000,588000,567000,586000,273574,2.81
2023-09-05,584000,597000,583000,592000,174044,1.02
2023-09-06,592000,597000,583000,585000,147451,-1.18
2023-09-07,580000,581000,570000,577000,225581,-1.37
2023-09-08,573000,576000,557000,564000,271069,-2.25
2023-09-11,563000,567000,559000,561000,120007,-0.53
2023-09-12,568000,570000,552000,559000,132378,-0.36
2023-09-13,552000,557000,537000,540000,330861,-3.4
2023-09-14,541000,553000,539000,553000,329285,2.41
2023-09-15,553000,575000,547000,573000,366386,3.62
2023-09-18,562000,573000,560000,573000,204926,0.0
2023-09-19,567000,569000,547000,552000,293242,-3.66
2023-09-20,546000,554000,545000,551000,239783,-0.18
2023-09-21,537000,540000,518000,525000,599866,-4.72
2023-09-22,510000,523000,508000,517000,254370,-1.52
2023-09-25,513000,518000,505000,509000,224034,-1.55
2023-09-26,505000,512000,500000,505000,228941,-0.79
2023-09-27,497000,501000,487500,496500,379178,-1.68
2023-10-04,497000,504000,485000,486000,544310,-2.11
2023-10-05,490000,515000,488500,502000,286883,3.29
2023-10-06,497500,503000,495000,499500,169375,-0.5
2023-10-10,500000,514000,493000,497500,271381,-0.4
2023-10-11,513000,524000,506000,518000,356936,4.12
2023-10-12,523000,541000,523000,529000,320061,2.12
2023-10-13,529000,537000,525000,528000,149218,-0.19
2023-10-16,523000,524000,506000,513000,257701,-2.84
2023-10-17,517000,530000,515000,516000,193389,0.58
2023-10-18,511000,514000,501000,506000,177343,-1.94
2023-10-19,491000,498500,488500,494000,462488,-2.37
2023-10-20,485000,487000,475000,479000,349050,-3.04
2023-10-23,475000,489000,469000,481000,292347,0.42
