Date,Open,High,Low,Close,Volume,Change
2022-12-01,38300,38500,38000,38350,1095794,0.66
2022-12-02,37950,38350,37750,38100,1483486,-0.65
2022-12-05,37900,38350,37600,38200,940467,0.26
2022-12-06,38100,38500,37850,37900,1030282,-0.79
2022-12-07,37900,37900,37200,37250,1102976,-1.72
2022-12-08,37450,37750,37000,37400,2489635,0.4
2022-12-09,37700,38650,37600,38000,2078940,1.6
2022-12-12,38000,38750,37850,38500,994927,1.32
2022-12-13,38450,38650,37950,38350,987143,-0.39
2022-12-14,38600,38600,37850,38050,980637,-0.78
2022-12-15,37850,38000,37400,37700,694546,-0.92
2022-12-16,37300,37600,37200,37450,881055,-0.66
2022-12-19,37300,37900,37300,37500,767843,0.13
2022-12-20,37700,38100,37550,37800,579403,0.8
2022-12-21,38100,38250,37750,37950,538059,0.4
2022-12-22,37850,37900,37350,37900,932697,-0.13
2022-12-23,37900,38100,37450,37550,628655,-0.92
2022-12-26,37550,37650,37150,37200,665781,-0.93
2022-12-27,37500,37750,37150,37600,1464084,1.08
2022-12-28,36700,36700,35750,35900,1262904,-4.52
2022-12-29,35500,35900,35200,35200,1032343,-1.95
2023-01-02,35500,35550,34300,34300,660649,-2.56
2023-01-03,34700,35250,34150,35000,863125,2.04
2023-01-04,34900,36450,34850,36400,1087924,4.0
2023-01-05,37000,39700,37000,39450,3871736,8.38
2023-01-06,39800,40800,39100,40600,2806312,2.92
2023-01-09,41000,41050,39700,40350,1983917,-0.62
2023-01-10,40150,41000,39700,40900,1940122,1.36
2023-01-11,40900,40900,39600,40000,1389565,-2.2
2023-01-12,40100,40400,39850,40050,1231244,0.12
2023-01-13,40050,41350,39500,41050,1631414,2.5
2023-01-16,41600,43900,41400,43800,3988771,6.7
2023-01-17,43500,43900,43250,43300,2079236,-1.14
2023-01-18,43150,43150,42150,42700,2108358,-1.39
2023-01-19,42550,42700,42200,42450,1198094,-0.59
2023-01-20,42700,43400,42450,43300,1382953,2.0
2023-01-25,44000,44150,43450,44050,1404743,1.73
2023-01-26,44050,44900,43750,44900,2324170,1.93
2023-01-27,44150,44750,44000,44750,1940802,-0.33
2023-01-30,44250,44300,43150,43250,1831802,-3.35
2023-01-31,42850,43250,41250,41550,2588590,-3.93
2023-02-01,41600,42450,41600,42450,1630068,2.17
2023-02-02,42150,42200,41100,41250,1722535,-2.83
2023-02-03,41300,42300,40900,41650,1342368,0.97
2023-02-06,40750,41450,40450,40950,1572060,-1.68
2023-02-07,40700,41250,40350,40800,1339208,-0.37
2023-02-08,41250,42750,41050,41550,1964414,1.84
2023-02-09,41200,41950,39850,40000,2265859,-3.73
2023-02-10,40300,41150,40150,41100,1465602,2.75
2023-02-13,41150,41650,40650,40800,1443688,-0.73
2023-02-14,41000,41200,39400,39450,2034580,-3.31
2023-02-15,39300,39350,37850,38050,2578534,-3.55
2023-02-16,38150,38300,37450,37900,1633018,-0.39
2023-02-17,37900,38950,37750,38350,1499760,1.19
2023-02-20,38450,38950,38050,38800,790817,1.17
2023-02-21,38800,39400,38600,39050,1091989,0.64
2023-02-22,38950,39200,38300,38300,1422983,-1.92
2023-02-23,38550,39200,38350,38650,1176055,0.91
2023-02-24,38400,39250,38350,38750,1357069,0.26
2023-02-27,38650,39050,38200,38450,1084391,-0.77
2023-02-28,38400,39000,38400,38850,1507797,1.04
2023-03-02,38500,38850,37600,37700,2032494,-2.96
2023-03-03,37700,38050,37050,37050,1495245,-1.72
2023-03-06,37150,37400,36600,37050,1613174,0.0
2023-03-07,36900,37200,36500,36800,1493635,-0.67
2023-03-08,37100,37600,36550,36600,1721848,-0.54
2023-03-09,36600,37200,36400,36400,2498303,-0.55
2023-03-10,36000,36050,35400,35800,1933663,-1.65
2023-03-13,35700,36150,35100,36050,1243036,0.7
2023-03-14,35450,35900,35000,35100,1581214,-2.64
2023-03-15,35550,36050,35100,35450,1361596,1.0
2023-03-16,35000,35150,34350,34450,2049117,-2.82
2023-03-17,34650,35050,34300,34550,2886686,0.29
2023-03-20,34150,35150,33850,34700,1474283,0.43
2023-03-21,34600,35300,34500,34950,1645690,0.72
2023-03-22,35700,35850,35250,35450,1548154,1.43
2023-03-23,35050,35950,35000,35750,1471917,0.85
2023-03-24,35250,35250,34550,34550,1856734,-3.36
2023-03-27,34650,35050,34450,34850,1092755,0.87
2023-03-28,35800,36150,35350,35950,1523706,3.16
