Date,Open,High,Low,Close,Volume,Change
2022-12-01,116100,117000,114600,115100,1069289,1.14
2022-12-02,115300,115400,109500,109900,1426106,-4.52
2022-12-05,110000,110900,106000,106700,878090,-2.91
2022-12-06,105000,105900,103700,104400,787926,-2.16
2022-12-07,103100,106000,103100,105000,596945,0.57
2022-12-08,104700,105600,103300,103500,604990,-1.43
2022-12-09,104500,105000,99100,101000,1493777,-2.42
2022-12-12,99500,101700,98900,101400,617474,0.4
2022-12-13,100900,102300,100000,102300,529918,0.89
2022-12-14,102200,105000,101400,104500,596056,2.15
2022-12-15,103000,105500,101700,102000,474988,-2.39
2022-12-16,100100,102100,99800,101000,451806,-0.98
2022-12-19,100100,101800,99500,100200,378458,-0.79
2022-12-20,100200,101500,99300,99700,427319,-0.5
2022-12-21,100200,101300,99300,99800,452332,0.1
2022-12-22,100700,101800,99900,101200,396889,1.4
2022-12-23,98900,99700,96400,97000,800150,-4.15
2022-12-26,96600,98000,95900,97300,570527,0.31
2022-12-27,97600,99200,96900,97900,887137,0.62
2022-12-28,97000,97800,91500,92200,1388923,-5.82
2022-12-29,92000,93300,90900,92100,543767,-0.11
2023-01-02,93100,96200,93100,93400,710596,1.41
2023-01-03,93400,94300,91600,93200,470258,-0.21
2023-01-04,91000,94400,90100,94300,463744,1.18
2023-01-05,95100,96200,92500,92700,441784,-1.7
2023-01-06,92000,94700,91100,94700,447567,2.16
2023-01-09,96000,97500,95000,97500,475897,2.96
2023-01-10,98700,99800,96500,96500,534966,-1.03
2023-01-11,97800,99900,97300,99900,485214,3.52
2023-01-12,101000,101200,99100,100200,449188,0.3
2023-01-13,100900,100900,99500,99800,361081,-0.4
2023-01-16,100000,101000,99900,100300,365996,0.5
2023-01-17,100100,101000,98800,99400,424922,-0.9
2023-01-18,99800,100500,98100,98900,352302,-0.5
2023-01-19,98800,99000,97000,97500,399268,-1.42
2023-01-20,97500,99500,97100,99400,381727,1.95
2023-01-25,100600,101800,100400,101700,572531,2.31
2023-01-26,102700,105500,101400,105400,1161366,3.64
2023-01-27,107200,107300,103900,104300,748283,-1.04
2023-01-30,105000,106200,102400,103400,663096,-0.86
2023-01-31,100500,101300,99000,99800,1324971,-3.48
2023-02-01,101000,109600,100800,109200,2337574,9.42
2023-02-02,110400,114400,110400,114000,1879935,4.4
2023-02-03,113600,116200,112000,114100,1513973,0.09
2023-02-06,113600,120400,113100,118700,2397142,4.03
2023-02-07,119500,126300,118800,121800,2357801,2.61
2023-02-08,123600,124600,119700,122000,1571643,0.16
2023-02-09,121600,131400,120700,130700,3910409,7.13
2023-02-10,135400,139700,128700,132700,2873415,1.53
