Date,Open,High,Low,Close,Volume,Change
2022-12-01,147000,156000,145500,153500,393983,7.34
2022-12-02,153500,154000,150000,151000,152969,-1.63
2022-12-05,151500,155500,150500,152000,172743,0.66
2022-12-06,150500,150500,145000,145000,166530,-4.61
2022-12-07,144500,149000,143000,145000,113589,0.0
2022-12-08,145500,147500,141500,145000,128477,0.0
2022-12-09,147500,158500,147000,156500,404438,7.93
2022-12-12,155000,162500,154000,157000,249465,0.32
2022-12-13,157500,159000,154500,155500,180480,-0.96
2022-12-14,156500,164500,156500,163000,262419,4.82
2022-12-15,161500,165000,155500,157500,237924,-3.37
2022-12-16,153500,166500,153000,164000,319185,4.13
2022-12-19,164500,169000,162000,167000,202717,1.83
2022-12-20,167000,168500,161000,162500,166667,-2.69
2022-12-21,165000,169000,160500,169000,229363,4.0
2022-12-22,169500,177000,169000,175000,341749,3.55
2022-12-23,173000,179500,172500,175000,283230,0.0
2022-12-26,173500,174500,169000,171500,190601,-2.0
2022-12-27,173000,175000,168000,170500,202232,-0.58
2022-12-28,170000,171500,166500,170000,174958,-0.29
2022-12-29,168000,175500,168000,173500,194427,2.06
2023-01-02,174500,176000,166500,169500,183432,-2.31
2023-01-03,170000,182000,170000,176500,522683,4.13
2023-01-04,176500,177000,169000,171500,251334,-2.83
2023-01-05,172000,177000,171000,172000,173260,0.29
2023-01-06,170000,172000,160500,168000,509214,-2.33
2023-01-09,170500,176500,170500,173500,204808,3.27
2023-01-10,173500,175000,169500,170500,179809,-1.73
2023-01-11,172000,176000,167000,174500,200157,2.35
2023-01-12,174500,177000,171500,173000,167481,-0.86
2023-01-13,174000,177500,173000,174500,145611,0.87
2023-01-16,173500,179000,173000,178500,223077,2.29
2023-01-17,178500,180500,176000,177000,167937,-0.84
2023-01-18,177500,182000,176000,179000,221721,1.13
2023-01-19,179500,189000,179500,188000,399272,5.03
2023-01-20,187500,191000,186000,187000,181112,-0.53
2023-01-25,188000,188500,185000,186400,198658,-0.32
2023-01-26,187000,194200,186200,190400,292592,2.15
2023-01-27,192200,194800,189000,194000,190667,1.89
2023-01-30,194900,196000,187700,188900,226787,-2.63
2023-01-31,186100,193500,185700,191700,249181,1.48
2023-02-01,189500,191500,188500,189500,131283,-1.15
2023-02-02,189700,192000,187300,187900,191183,-0.84
2023-02-03,187900,197200,187100,195600,287588,4.1
2023-02-06,195400,195500,188800,188800,206034,-3.48
2023-02-07,188800,190600,184300,189500,239570,0.37
2023-02-08,189600,200000,189600,197600,420258,4.27
2023-02-09,198000,205500,196800,198300,324646,0.35
2023-02-10,212500,218500,193800,195300,2102129,-1.51
2023-02-13,204000,204500,188800,189000,731578,-3.23
