ticker,name,signal_date,avg_target,cur_price,gap_pct,return_pct,excess_return_pct
000660,SK하이닉스,2025-01-20,293333.0,212000,38.36,-5.96,-11.02
000660,SK하이닉스,2025-01-24,290000.0,221000,31.22,-4.52,-5.13
000660,SK하이닉스,2025-01-24,290000.0,221000,31.22,-4.52,-5.13
000660,SK하이닉스,2025-01-24,293333.0,221000,32.73,-4.52,-5.13
000660,SK하이닉스,2025-01-24,276667.0,221000,25.19,-4.52,-5.13
000660,SK하이닉스,2025-01-24,268333.0,221000,21.42,-4.52,-5.13
000660,SK하이닉스,2025-01-24,255000.0,221000,15.38,-4.52,-5.13
000660,SK하이닉스,2025-01-24,267333.0,221000,20.97,-4.52,-5.13
000660,SK하이닉스,2025-01-24,272333.0,221000,23.23,-4.52,-5.13
000660,SK하이닉스,2025-01-24,282333.0,221000,27.75,-4.52,-5.13
000660,SK하이닉스,2025-01-24,276667.0,221000,25.19,-4.52,-5.13
000660,SK하이닉스,2025-01-31,270000.0,199200,35.54,-2.51,-5.57
000660,SK하이닉스,2025-03-04,240000.0,186100,28.96,2.49,4.53
000660,SK하이닉스,2025-03-12,250000.0,198900,25.69,-8.26,-3.27
000660,SK하이닉스,2025-04-03,270000.0,194600,38.75,4.72,0.32
000660,SK하이닉스,2025-04-04,303333.0,182200,66.48,15.47,4.68
000660,SK하이닉스,2025-04-08,293333.0,169500,73.06,18.18,4.51
000660,SK하이닉스,2025-04-10,283333.0,183200,54.66,13.94,5.39
000660,SK하이닉스,2025-04-15,280000.0,180600,55.04,14.6,8.22
000660,SK하이닉스,2025-04-25,290000.0,184400,57.27,16.48,9.74
000660,SK하이닉스,2025-04-25,290000.0,184400,57.27,16.48,9.74
000660,SK하이닉스,2025-04-25,293333.0,184400,59.07,16.48,9.74
000660,SK하이닉스,2025-04-25,303333.0,184400,64.5,16.48,9.74
000660,SK하이닉스,2025-04-25,273333.0,184400,48.23,16.48,9.74
000660,SK하이닉스,2025-04-25,260000.0,184400,41.0,16.48,9.74
000660,SK하이닉스,2025-04-25,234667.0,184400,27.26,16.48,9.74
000660,SK하이닉스,2025-04-25,264667.0,184400,43.53,16.48,9.74
000660,SK하이닉스,2025-04-25,264667.0,184400,43.53,16.48,9.74
000660,SK하이닉스,2025-04-28,270000.0,182000,48.35,13.11,7.95
000660,SK하이닉스,2025-05-21,266667.0,200500,33.0,31.79,15.57
000660,SK하이닉스,2025-06-18,280000.0,246500,13.59,9.55,2.35
000660,SK하이닉스,2025-06-27,313333.0,284000,10.33,-10.27,-14.76
000660,SK하이닉스,2025-06-30,346667.0,292000,18.72,-8.06,-12.62
000660,SK하이닉스,2025-06-30,355000.0,292000,21.58,-8.06,-12.62
000660,SK하이닉스,2025-07-14,335000.0,300000,11.67,-9.88,-9.09
000660,SK하이닉스,2025-07-25,333333.0,266000,25.31,-0.19,0.75
000660,SK하이닉스,2025-07-25,353333.0,266000,32.83,-0.19,0.75
000660,SK하이닉스,2025-07-25,343333.0,266000,29.07,-0.19,0.75
000660,SK하이닉스,2025-07-25,320000.0,266000,20.3,-0.19,0.75
000660,SK하이닉스,2025-07-25,310000.0,266000,16.54,-0.19,0.75
000660,SK하이닉스,2025-07-25,323333.0,266000,21.55,-0.19,0.75
000660,SK하이닉스,2025-07-25,356667.0,266000,34.09,-0.19,0.75
000660,SK하이닉스,2025-07-25,356667.0,266000,34.09,-0.19,0.75
000660,SK하이닉스,2025-07-28,340000.0,262000,29.77,-0.95,0.39
000660,SK하이닉스,2025-07-31,321667.0,273500,17.61,-0.78,-1.53
000660,SK하이닉스,2025-09-09,321667.0,288000,11.69,38.98,28.64
000660,SK하이닉스,2025-09-17,396667.0,333500,18.94,35.55,24.45
000660,SK하이닉스,2025-09-23,436667.0,361000,20.96,56.08,38.54
000660,SK하이닉스,2025-09-25,456667.0,356500,28.1,66.12,44.82
000660,SK하이닉스,2025-09-30,431667.0,347500,24.22,60.83,44.96
000660,SK하이닉스,2025-09-30,448333.0,347500,29.02,60.83,44.96
000660,SK하이닉스,2025-10-14,475000.0,411500,15.43,46.04,32.55
000660,SK하이닉스,2025-10-17,516667.0,465500,10.99,24.82,17.62
000660,SK하이닉스,2025-10-21,533333.0,479000,11.34,16.72,15.54
000660,SK하이닉스,2025-10-30,640000.0,568000,12.68,-5.19,-0.78
000660,SK하이닉스,2025-10-30,690000.0,568000,21.48,-5.19,-0.78
000660,SK하이닉스,2025-10-30,690000.0,568000,21.48,-5.19,-0.78
000660,SK하이닉스,2025-10-30,703333.0,568000,23.83,-5.19,-0.78
000660,SK하이닉스,2025-10-30,703333.0,568000,23.83,-5.19,-0.78
000660,SK하이닉스,2025-10-30,703333.0,568000,23.83,-5.19,-0.78
000660,SK하이닉스,2025-10-30,676667.0,568000,19.13,-5.19,-0.78
000660,SK하이닉스,2025-10-30,660000.0,568000,16.2,-5.19,-0.78
000660,SK하이닉스,2025-10-31,656667.0,559000,17.47,-13.23,-6.08
000660,SK하이닉스,2025-11-04,740000.0,586000,26.28,-4.66,-5.46
000660,SK하이닉스,2025-11-19,766667.0,562000,36.42,-3.33,-3.07
000660,SK하이닉스,2025-12-08,786667.0,577000,36.34,31.45,20.76
207940,삼성바이오로직스,2025-11-25,2066667.0,1627000,27.02,2.42,-1.31
207940,삼성바이오로직스,2025-12-18,2233333.0,1738000,28.5,8.08,-14.04
207940,삼성바이오로직스,2025-12-23,2163333.0,1720000,25.78,6.86,-13.61
068270,셀트리온,2023-03-06,220000.0,139648,57.54,2.32,1.62
068270,셀트리온,2023-03-06,210000.0,139648,50.38,2.32,1.62
068270,셀트리온,2023-03-06,213333.0,139648,52.77,2.32,1.62
068270,셀트리온,2023-04-06,220000.0,146732,49.93,7.71,6.92
068270,셀트리온,2023-04-07,220000.0,146732,49.93,3.11,3.73
068270,셀트리온,2023-04-10,216667.0,150780,43.7,-1.29,0.94
068270,셀트리온,2023-04-12,211667.0,164487,28.68,-6.23,-3.02
068270,셀트리온,2023-05-09,211667.0,158047,33.93,0.0,-5.79
068270,셀트리온,2023-05-09,211667.0,158047,33.93,0.0,-5.79
068270,셀트리온,2023-05-09,210000.0,158047,32.87,0.0,-5.79
068270,셀트리온,2023-05-09,213333.0,158047,34.98,0.0,-5.79
068270,셀트리온,2023-05-09,220000.0,158047,39.2,0.0,-5.79
068270,셀트리온,2023-05-25,233333.0,159244,46.53,-12.88,-13.77
068270,셀트리온,2023-05-30,230000.0,158508,45.1,-10.98,-9.92
068270,셀트리온,2023-06-28,230000.0,139648,64.7,-5.51,-7.62
068270,셀트리온,2023-07-17,230000.0,143420,60.37,-2.87,0.28
068270,셀트리온,2023-07-19,230000.0,137901,66.79,0.2,3.88
068270,셀트리온,2023-07-26,216667.0,131001,65.39,-0.42,2.84
068270,셀트리온,2023-08-16,203333.0,134036,51.7,2.79,0.68
068270,셀트리온,2023-08-16,200000.0,134036,49.21,2.79,0.68
068270,셀트리온,2023-08-16,203333.0,134036,51.7,2.79,0.68
068270,셀트리온,2023-08-16,206667.0,134036,54.19,2.79,0.68
068270,셀트리온,2023-08-16,213333.0,134036,59.16,2.79,0.68
068270,셀트리온,2023-08-16,211667.0,134036,57.92,2.79,0.68
068270,셀트리온,2023-08-18,215000.0,138360,55.39,0.9,-1.73
068270,셀트리온,2023-10-04,215000.0,125021,71.97,13.73,15.2
068270,셀트리온,2023-10-25,216667.0,138085,56.91,15.5,6.11
068270,셀트리온,2023-11-08,213333.0,144892,47.24,-0.25,-2.93
